Player,Date,Tournament,Surface,Rd,Rk,vRk,,Score,More,DR,A%,DF%,1stIn,1st%,2nd%,BPSvd,Time
Djokovic,17‑Jan‑2005,Australian Open,Hard,Q1,188,287,Djokovic d. Francesco Piccari [ITA],6-3 7-5,,,,,,,,,
Federer,28‑Jun‑2021,Wimbledon,Grass,QF,8,18,(14)Hubert Hurkacz [POL] d. (6)Federer,6-3 7-6(4) 6-0,(ch),0.68,5.40%,3.20%,64.50%,66.70%,33.30%,10/15,1:49
Federer,28‑Jun‑2021,Wimbledon,Grass,R16,8,27,(6)Federer d. (23)Lorenzo Sonego [ITA],7-5 6-4 6-2,(ch),1.58,5.10%,1.30%,60.30%,78.70%,64.50%,2/3,2:11
Federer,28‑Jun‑2021,Wimbledon,Grass,R32,8,34,(6)Federer d. (29)Cameron Norrie [GBR],6-4 6-4 5-7 6-4,(ch),1.33,6.10%,0.00%,66.70%,73.70%,65.80%,2/4,2:35
Federer,28‑Jun‑2021,Wimbledon,Grass,R64,8,56,(6)Federer d. Richard Gasquet [FRA],7-6(1) 6-1 6-4,(ch),1.61,10.50%,0.00%,65.30%,83.90%,57.60%,5/5,1:51
Federer,28‑Jun‑2021,Wimbledon,Grass,R128,8,41,(6)Federer d. Adrian Mannarino [FRA],6-4 6-7(3) 3-6 6-2 0-0 RET,(ch),1.16,14.30%,2.70%,60.70%,73.50%,61.40%,6/8,2:44
Federer,31‑May‑2021,Roland Garros,Clay,R16,8,9,(9)Matteo Berrettini [ITA] d. (8)Federer,W/O,,,,,,,,,
Federer,31‑May‑2021,Roland Garros,Clay,R32,8,59,(8)Federer d. Dominik Koepfer [GER],7-6(5) 6-7(3) 7-6(4) 7-5,(ch),1.02,3.80%,0.60%,63.90%,68.30%,57.90%,2/6,3:35
Federer,31‑May‑2021,Roland Garros,Clay,R64,8,47,(8)Federer d. Marin Cilic [CRO],6-2 2-6 7-6(4) 6-2,(ch),1.22,13.70%,0.90%,68.40%,75.00%,56.80%,5/8,2:35
Federer,31‑May‑2021,Roland Garros,Clay,R128,8,204,(8)Federer d. (Q)Denis Istomin [UZB],6-2 6-4 6-3,(ch),2.18,12.30%,0.00%,70.80%,80.40%,78.90%,0/0,1:33
Federer,20‑Jan‑2020,Australian Open,Hard,SF,3,2,(2)Novak Djokovic [SRB] d. (3)Federer,7-6(1) 6-4 6-3,(ch),0.76,14.40%,2.90%,65.40%,66.20%,41.70%,7/11,2:18
Federer,20‑Jan‑2020,Australian Open,Hard,QF,3,100,(3)Federer d. Tennys Sandgren [USA],6-3 2-6 2-6 7-6(8) 6-3,(ch),0.93,2.90%,1.80%,65.50%,71.40%,52.50%,10/14,3:31
Federer,20‑Jan‑2020,Australian Open,Hard,R16,3,67,(3)Federer d. Marton Fucsovics [HUN],4-6 6-1 6-2 6-2,(ch),1.36,4.90%,0.00%,61.20%,76.20%,52.50%,7/9,2:11
Federer,20‑Jan‑2020,Australian Open,Hard,R32,3,47,(3)Federer d. John Millman [AUS],4-6 7-6(2) 6-4 4-6 7-6(8),(ch),1.08,9.40%,3.50%,65.30%,76.60%,50.80%,4/8,4:03
Federer,20‑Jan‑2020,Australian Open,Hard,R64,3,41,(3)Federer d. Filip Krajinovic [SRB],6-1 6-4 6-1,,1.86,20.60%,0.00%,69.10%,76.60%,61.90%,2/3,1:32
Federer,20‑Jan‑2020,Australian Open,Hard,R128,3,75,(3)Federer d. Steve Johnson [USA],6-3 6-2 6-2,(ch),2.36,16.70%,1.50%,74.20%,81.60%,76.50%,1/1,1:21
Federer,26‑Aug‑2019,US Open,Hard,QF,3,78,Grigor Dimitrov [BUL] d. (3)Federer,3-6 6-4 3-6 6-4 6-2,(ch),0.91,4.20%,0.70%,61.10%,73.90%,50.00%,10/15,3:12
Federer,26‑Aug‑2019,US Open,Hard,R16,3,15,(3)Federer d. (15)David Goffin [BEL],6-2 6-2 6-0,,2.18,16.10%,4.80%,67.70%,83.30%,40.00%,5/7,1:19
Federer,26‑Aug‑2019,US Open,Hard,R32,3,58,(3)Federer d. Daniel Evans [GBR],6-2 6-2 6-1,,2.6,16.40%,1.60%,65.60%,80.00%,71.40%,1/2,1:20
Federer,26‑Aug‑2019,US Open,Hard,R64,3,99,(3)Federer d. Damir Dzumhur [BIH],3-6 6-2 6-3 6-4,,1.2,13.40%,3.40%,68.90%,76.80%,43.20%,6/8,2:22
Federer,26‑Aug‑2019,US Open,Hard,R128,3,190,(3)Federer d. (Q)Sumit Nagal [IND],4-6 6-1 6-2 6-4,,1.21,9.10%,5.30%,60.60%,71.30%,48.10%,10/13,2:30
Federer,1‑Jul‑2019,Wimbledon,Grass,F,3,1,(1)Novak Djokovic [SRB] d. (2)Federer,7-6(5) 1-6 7-6(4) 4-6 13-12(3),(ch),1.14,12.30%,3.00%,62.60%,78.70%,51.30%,5/8,4:57
Federer,1‑Jul‑2019,Wimbledon,Grass,SF,3,2,(2)Federer d. (3)Rafael Nadal [ESP],7-6(3) 1-6 6-3 6-4,(ch),1.17,12.10%,0.90%,68.10%,73.40%,62.20%,6/8,3:02
Federer,1‑Jul‑2019,Wimbledon,Grass,QF,3,7,(2)Federer d. (8)Kei Nishikori [JPN],4-6 6-1 6-4 6-4,(ch),1.65,11.30%,3.80%,66.00%,81.40%,58.30%,5/6,2:36
Federer,1‑Jul‑2019,Wimbledon,Grass,R16,3,20,(2)Federer d. (17)Matteo Berrettini [ITA],6-1 6-2 6-2,(ch),2.77,8.20%,1.60%,68.90%,88.10%,68.40%,1/1,1:14
Federer,1‑Jul‑2019,Wimbledon,Grass,R32,3,28,(2)Federer d. (27)Lucas Pouille [FRA],7-5 6-2 7-6(4),(ch),1.35,5.90%,0.00%,69.60%,76.10%,58.10%,3/4,2:06
Federer,1‑Jul‑2019,Wimbledon,Grass,R64,3,169,(2)Federer d. Jay Clarke [GBR],6-1 7-6(3) 6-2,(ch),2.62,13.70%,2.70%,63.00%,91.30%,70.40%,2/2,1:37
Federer,1‑Jul‑2019,Wimbledon,Grass,R128,3,86,(2)Federer d. Lloyd Harris [RSA],3-6 6-1 6-2 6-2,,2.17,11.50%,1.30%,56.40%,79.50%,79.40%,0/1,1:51
Federer,27‑May‑2019,Roland Garros,Clay,SF,3,2,(2)Rafael Nadal [ESP] d. (3)Federer,6-3 6-4 6-2,(ch),0.72,3.20%,1.10%,59.10%,61.80%,39.50%,10/16,2:25
Federer,27‑May‑2019,Roland Garros,Clay,QF,3,28,(3)Federer d. (24)Stan Wawrinka [SUI],7-6(4) 4-6 7-6(5) 6-4,(ch),1.25,3.40%,1.30%,63.10%,77.70%,58.20%,3/5,3:35
Federer,27‑May‑2019,Roland Garros,Clay,R16,3,68,(3)Federer d. Leonardo Mayer [ARG],6-2 6-3 6-3,,2.09,5.70%,0.00%,67.10%,83.00%,69.60%,0/0,1:42
Federer,27‑May‑2019,Roland Garros,Clay,R32,3,63,(3)Federer d. Casper Ruud [NOR],6-3 6-1 7-6(8),,1.42,11.30%,3.10%,61.90%,80.00%,51.40%,4/5,2:11
Federer,27‑May‑2019,Roland Garros,Clay,R64,3,144,(3)Federer d. (LL)Oscar Otte [GER],6-4 6-3 6-4,,1.47,6.10%,0.00%,75.60%,75.80%,75.00%,4/4,1:36
Federer,27‑May‑2019,Roland Garros,Clay,R128,3,74,(3)Federer d. Lorenzo Sonego [ITA],6-2 6-4 6-4,,2.08,7.10%,2.90%,74.30%,84.60%,61.10%,3/4,1:41
Federer,14‑Jan‑2019,Australian Open,Hard,R16,3,15,(14)Stefanos Tsitsipas [GRE] d. (3)Federer,6-7(11) 7-6(3) 7-5 7-6(5),(ch),1.03,7.70%,0.00%,67.30%,79.00%,60.80%,2/3,3:45
Federer,14‑Jan‑2019,Australian Open,Hard,R32,3,50,(3)Federer d. Taylor Fritz [USA],6-2 7-5 6-2,,2.07,14.30%,4.30%,61.40%,93.00%,63.00%,0/0,1:28
Federer,14‑Jan‑2019,Australian Open,Hard,R64,3,189,(3)Federer d. (Q)Daniel Evans [GBR],7-6(5) 7-6(3) 6-3,,1.61,11.10%,1.00%,62.60%,83.90%,64.90%,2/3,2:35
Federer,14‑Jan‑2019,Australian Open,Hard,R128,3,101,(3)Federer d. Denis Istomin [UZB],6-3 6-4 6-4,,1.57,17.10%,2.40%,56.10%,82.60%,66.70%,0/0,1:57
Federer,27‑Aug‑2018,US Open,Hard,R16,2,55,John Millman [AUS] d. (2)Federer,3-6 7-5 7-6(7) 7-6(3),(ch),0.84,7.50%,5.80%,48.60%,81.00%,47.20%,8/11,3:35
Federer,27‑Aug‑2018,US Open,Hard,R32,2,30,(2)Federer d. (30)Nick Kyrgios [AUS],6-4 6-1 7-5,(ch),1.47,17.40%,1.10%,66.30%,86.90%,48.40%,4/4,1:44
Federer,27‑Aug‑2018,US Open,Hard,R64,2,56,(2)Federer d. Benoit Paire [FRA],7-5 6-4 6-4,(ch),1.41,5.30%,5.30%,57.90%,74.50%,62.50%,4/6,1:57
Federer,27‑Aug‑2018,US Open,Hard,R128,2,177,(2)Federer d. Yoshihito Nishioka [JPN],6-2 6-2 6-4,(ch),1.55,17.10%,3.70%,67.10%,78.20%,48.10%,8/9,1:52
Federer,2‑Jul‑2018,Wimbledon,Grass,QF,2,8,(8)Kevin Anderson [RSA] d. (1)Federer,2-6 6-7(5) 7-5 6-4 13-11,(ch),1.17,9.60%,0.60%,69.50%,78.90%,59.30%,3/7,4:14
Federer,2‑Jul‑2018,Wimbledon,Grass,R16,2,26,(1)Federer d. (22)Adrian Mannarino [FRA],6-0 7-5 6-4,(ch),2.1,17.10%,0.00%,67.10%,90.20%,52.00%,4/4,1:45
Federer,2‑Jul‑2018,Wimbledon,Grass,R32,2,64,(1)Federer d. Jan Lennard Struff [GER],6-3 7-5 6-2,(ch),2.22,13.50%,2.70%,54.10%,92.50%,67.60%,0/0,1:34
Federer,2‑Jul‑2018,Wimbledon,Grass,R64,2,73,(1)Federer d. Lukas Lacko [SVK],6-4 6-4 6-1,(ch),2.94,26.20%,0.00%,70.50%,93.00%,66.70%,0/0,1:30
Federer,2‑Jul‑2018,Wimbledon,Grass,R128,2,58,(1)Federer d. Dusan Lajovic [SRB],6-1 6-3 6-4,(ch),2.66,12.70%,1.60%,71.40%,91.10%,61.10%,0/0,1:19
Federer,15‑Jan‑2018,Australian Open,Hard,F,2,6,(2)Federer d. (6)Marin Cilic [CRO],6-2 6-7(5) 6-3 3-6 6-1,(ch),1.31,17.30%,2.90%,60.40%,79.80%,58.20%,7/9,3:03
Federer,15‑Jan‑2018,Australian Open,Hard,SF,2,58,(2)Federer d. Hyeon Chung [KOR],6-1 5-2 RET,(ch),2.69,24.30%,2.70%,43.20%,93.80%,71.40%,1/1,1:02
Federer,15‑Jan‑2018,Australian Open,Hard,QF,2,20,(2)Federer d. (19)Tomas Berdych [CZE],7-6(1) 6-3 6-4,(ch),1.36,15.60%,5.20%,62.50%,83.30%,52.80%,3/5,2:14
Federer,15‑Jan‑2018,Australian Open,Hard,R16,2,80,(2)Federer d. Marton Fucsovics [HUN],6-4 7-6(3) 6-2,(ch),2.02,7.40%,2.50%,59.30%,83.30%,75.80%,0/0,2:01
Federer,15‑Jan‑2018,Australian Open,Hard,R32,2,31,(2)Federer d. (29)Richard Gasquet [FRA],6-2 7-5 6-4,(ch),1.25,12.80%,1.10%,64.90%,80.30%,42.40%,1/2,1:59
Federer,15‑Jan‑2018,Australian Open,Hard,R64,2,55,(2)Federer d. Jan Lennard Struff [GER],6-4 6-4 7-6(4),(ch),1.52,18.50%,1.10%,57.60%,83.00%,66.70%,2/3,1:55
Federer,15‑Jan‑2018,Australian Open,Hard,R128,2,51,(2)Federer d. Aljaz Bedene [SLO],6-3 6-4 6-3,(ch),1.51,14.80%,3.70%,71.60%,77.60%,60.90%,2/2,1:39
Federer,28‑Aug‑2017,US Open,Hard,QF,3,28,(24)Juan Martin Del Potro [ARG] d. (3)Federer,7-5 3-6 7-6(8) 6-4,(ch),0.85,12.40%,3.60%,61.30%,72.60%,56.60%,3/6,2:50
Federer,28‑Aug‑2017,US Open,Hard,R16,3,37,(3)Federer d. (33)Philipp Kohlschreiber [GER],6-4 6-2 7-5,,2.34,14.70%,2.70%,65.30%,87.80%,73.10%,0/0,1:49
Federer,28‑Aug‑2017,US Open,Hard,R32,3,35,(3)Federer d. (31)Feliciano Lopez [ESP],6-3 6-3 7-5,,1.48,15.50%,1.20%,54.80%,84.80%,57.90%,5/6,1:46
Federer,28‑Aug‑2017,US Open,Hard,R64,3,101,(3)Federer d. Mikhail Youzhny [RUS],6-1 6-7(3) 4-6 6-4 6-2,,1.39,8.60%,1.40%,62.10%,78.20%,50.90%,4/8,3:08
Federer,28‑Aug‑2017,US Open,Hard,R128,3,70,(3)Federer d. Frances Tiafoe [USA],4-6 6-2 6-1 1-6 6-4,,1.22,14.70%,3.40%,54.30%,77.80%,54.70%,1/5,2:37
Federer,3‑Jul‑2017,Wimbledon,Grass,F,5,6,(3)Federer d. (7)Marin Cilic [CRO],6-3 6-1 6-4,(ch),2.13,11.40%,2.90%,75.70%,81.10%,70.60%,1/1,1:41
Federer,3‑Jul‑2017,Wimbledon,Grass,SF,5,15,(3)Federer d. (11)Tomas Berdych [CZE],7-6(4) 7-6(4) 6-4,(ch),1.51,12.40%,3.80%,66.70%,84.30%,60.00%,5/6,2:18
Federer,3‑Jul‑2017,Wimbledon,Grass,QF,5,7,(3)Federer d. (6)Milos Raonic [CAN],6-4 6-2 7-6(4),(ch),1.71,12.40%,2.20%,68.50%,90.20%,53.60%,5/5,1:57
Federer,3‑Jul‑2017,Wimbledon,Grass,R16,5,11,(3)Federer d. (13)Grigor Dimitrov [BUL],6-4 6-2 6-4,(ch),1.69,10.70%,0.00%,69.30%,75.00%,73.90%,2/3,1:37
Federer,3‑Jul‑2017,Wimbledon,Grass,R32,5,30,(3)Federer d. (27)Mischa Zverev [GER],7-6(3) 6-4 6-4,,1.68,14.80%,1.10%,60.20%,83.00%,71.40%,1/2,1:49
Federer,3‑Jul‑2017,Wimbledon,Grass,R64,5,79,(3)Federer d. Dusan Lajovic [SRB],7-6(0) 6-3 6-2,,2.09,11.50%,2.60%,60.30%,80.90%,80.60%,3/4,1:30
Federer,3‑Jul‑2017,Wimbledon,Grass,R128,5,84,(3)Federer d. Alexandr Dolgopolov [UKR],6-3 3-0 RET,,1.64,27.80%,2.80%,75.00%,77.80%,44.40%,0/0,0:42
Federer,16‑Jan‑2017,Australian Open,Hard,F,17,9,(17)Federer d. (9)Rafael Nadal [ESP],6-4 3-6 6-1 3-6 6-3,(ch),1.15,14.50%,2.20%,61.60%,76.50%,49.10%,13/17,3:37
Federer,16‑Jan‑2017,Australian Open,Hard,SF,17,4,(17)Federer d. (4)Stan Wawrinka [SUI],7-5 6-3 1-6 4-6 6-3,(ch),1.04,7.70%,2.10%,60.10%,72.10%,57.90%,8/12,3:04
Federer,16‑Jan‑2017,Australian Open,Hard,QF,17,50,(17)Federer d. Mischa Zverev [GER],6-1 7-5 6-2,(ch),1.5,11.40%,1.30%,68.40%,68.50%,68.00%,1/2,1:32
Federer,16‑Jan‑2017,Australian Open,Hard,R16,17,5,(17)Federer d. (5)Kei Nishikori [JPN],6-7(4) 6-4 6-1 4-6 6-3,(ch),1.34,16.20%,4.10%,67.60%,80.00%,47.90%,7/10,3:23
Federer,16‑Jan‑2017,Australian Open,Hard,R32,17,10,(17)Federer d. (10)Tomas Berdych [CZE],6-2 6-4 6-4,(ch),1.79,11.40%,2.90%,58.60%,95.10%,58.60%,0/0,1:30
Federer,16‑Jan‑2017,Australian Open,Hard,R64,17,200,(17)Federer d. (Q)Noah Rubin [USA],7-5 6-3 7-6(3),,1.3,15.20%,1.80%,59.80%,82.10%,55.60%,5/6,2:03
Federer,16‑Jan‑2017,Australian Open,Hard,R128,17,300,(17)Federer d. (Q)Jurgen Melzer [AUT],7-5 3-6 6-2 6-2,,1.42,18.40%,1.00%,64.10%,77.30%,54.10%,1/4,2:05
Federer,27‑Jun‑2016,Wimbledon,Grass,SF,3,7,(6)Milos Raonic [CAN] d. (3)Federer,6-3 6-7(3) 4-6 7-5 6-3,(ch),0.96,10.00%,3.10%,61.30%,81.60%,51.60%,5/8,3:24
Federer,27‑Jun‑2016,Wimbledon,Grass,QF,3,13,(3)Federer d. (9)Marin Cilic [CRO],6-7(4) 4-6 6-3 7-6(9) 6-3,(ch),1.06,16.00%,0.00%,62.70%,79.20%,58.70%,7/8,3:17
Federer,27‑Jun‑2016,Wimbledon,Grass,R16,3,29,(3)Federer d. Steve Johnson [USA],6-2 6-3 7-5,,1.72,7.20%,2.40%,66.30%,74.50%,71.40%,3/4,1:36
Federer,27‑Jun‑2016,Wimbledon,Grass,R32,3,91,(3)Federer d. Daniel Evans [GBR],6-4 6-2 6-2,,2.09,16.40%,0.00%,67.20%,88.90%,50.00%,1/2,1:26
Federer,27‑Jun‑2016,Wimbledon,Grass,R64,3,772,(3)Federer d. (Q)Marcus Willis [GBR],6-0 6-3 6-4,(ch),1.71,12.30%,0.00%,61.60%,77.80%,67.90%,2/2,1:24
Federer,27‑Jun‑2016,Wimbledon,Grass,R128,3,52,(3)Federer d. Guido Pella [ARG],7-6(5) 7-6(3) 6-3,,1.84,12.80%,0.00%,63.80%,88.30%,67.60%,0/0,2:05
Federer,18‑Jan‑2016,Australian Open,Hard,SF,3,1,(1)Novak Djokovic [SRB] d. (3)Federer,6-1 6-2 3-6 6-3,(ch),0.61,5.00%,1.00%,57.00%,61.40%,48.80%,4/9,2:19
Federer,18‑Jan‑2016,Australian Open,Hard,QF,3,6,(3)Federer d. (6)Tomas Berdych [CZE],7-6 6-2 6-4,(ch),1.5,10.30%,3.40%,69.00%,83.30%,48.10%,4/6,2:16
Federer,18‑Jan‑2016,Australian Open,Hard,R16,3,16,(3)Federer d. (15)David Goffin [BEL],6-2 6-1 6-4,,2.1,10.40%,1.50%,62.70%,85.70%,64.00%,0/1,1:28
Federer,18‑Jan‑2016,Australian Open,Hard,R32,3,28,(3)Federer d. (27)Grigor Dimitrov [BUL],6-4 3-6 6-1 6-4,,1.26,11.60%,4.50%,61.60%,75.40%,55.80%,5/6,2:40
Federer,18‑Jan‑2016,Australian Open,Hard,R64,3,35,(3)Federer d. Alexandr Dolgopolov [UKR],6-3 7-5 6-1,(ch),2.04,34.70%,2.80%,68.10%,87.80%,56.50%,0/0,1:33
Federer,18‑Jan‑2016,Australian Open,Hard,R128,3,118,(3)Federer d. Nikoloz Basilashvili [GEO],6-2 6-1 6-2,,2.24,10.70%,5.40%,64.30%,91.70%,45.00%,0/1,1:12
Federer,31‑Aug‑2015,US Open,Hard,F,2,1,(1)Novak Djokovic [SRB] d. (2)Federer,6-4 5-7 6-4 6-4,(ch),1.02,8.00%,3.60%,63.50%,71.30%,46.00%,7/13,3:20
Federer,31‑Aug‑2015,US Open,Hard,SF,2,5,(2)Federer d. (5)Stan Wawrinka [SUI],6-4 6-3 6-1,(ch),1.78,13.00%,2.60%,64.90%,80.00%,63.00%,4/4,
Federer,31‑Aug‑2015,US Open,Hard,QF,2,12,(2)Federer d. (12)Richard Gasquet [FRA],6-3 6-3 6-1,(ch),2.04,22.90%,2.90%,75.70%,86.80%,47.10%,0/0,
Federer,31‑Aug‑2015,US Open,Hard,R16,2,13,(2)Federer d. (13)John Isner [USA],7-6(0) 7-6(6) 7-5,(ch),1.67,11.70%,0.90%,58.60%,83.10%,71.70%,5/5,
Federer,31‑Aug‑2015,US Open,Hard,R32,2,29,(2)Federer d. (29)Philipp Kohlschreiber [GER],6-3 6-4 6-4,(ch),1.03,6.00%,4.80%,60.20%,72.00%,54.50%,2/4,
Federer,31‑Aug‑2015,US Open,Hard,R64,2,66,(2)Federer d. Steve Darcis [BEL],6-1 6-2 6-1,(ch),2.29,19.70%,1.60%,70.50%,86.00%,55.60%,1/1,
Federer,31‑Aug‑2015,US Open,Hard,R128,2,34,(2)Federer d. Leonardo Mayer [ARG],6-1 6-2 6-2,(ch),2.06,16.70%,7.60%,65.20%,83.70%,60.90%,1/1,
Federer,29‑Jun‑2015,Wimbledon,Grass,F,2,1,(1)Novak Djokovic [SRB] d. (2)Federer,7-6(1) 6-7(10) 6-4 6-3,(ch),0.91,9.90%,2.10%,66.70%,74.50%,48.90%,6/10,2:56
Federer,29‑Jun‑2015,Wimbledon,Grass,SF,2,3,(2)Federer d. (3)Andy Murray [GBR],7-5 7-5 6-4,(ch),1.5,22.00%,1.10%,75.80%,84.10%,54.50%,1/1,
Federer,29‑Jun‑2015,Wimbledon,Grass,QF,2,13,(2)Federer d. (12)Gilles Simon [FRA],6-3 7-5 6-2,(ch),1.66,14.70%,1.30%,73.30%,80.00%,60.00%,0/1,
Federer,29‑Jun‑2015,Wimbledon,Grass,R16,2,22,(2)Federer d. (20)Roberto Bautista Agut [ESP],6-2 6-2 6-3,,3.25,12.50%,0.00%,67.90%,92.10%,72.20%,0/0,
Federer,29‑Jun‑2015,Wimbledon,Grass,R32,2,69,(2)Federer d. Samuel Groth [AUS],6-4 6-4 6-7(5) 6-2,(ch),1.87,15.70%,0.90%,62.00%,89.60%,68.30%,0/0,
Federer,29‑Jun‑2015,Wimbledon,Grass,R64,2,36,(2)Federer d. Sam Querrey [USA],6-4 6-2 6-2,(ch),1.49,7.80%,2.60%,61.00%,78.70%,63.30%,2/2,
Federer,29‑Jun‑2015,Wimbledon,Grass,R128,2,88,(2)Federer d. Damir Dzumhur [BIH],6-1 6-3 6-3,(ch),2.63,9.40%,0.00%,64.10%,85.40%,73.90%,0/0,
Federer,24‑May‑2015,Roland Garros,Clay,QF,2,9,(8)Stan Wawrinka [SUI] d. (2)Federer,6-4 6-3 7-6(4),(ch),0.65,6.30%,0.00%,63.40%,67.60%,56.10%,5/8,2:09
Federer,24‑May‑2015,Roland Garros,Clay,R16,2,14,(2)Federer d. (13)Gael Monfils [FRA],6-3 4-6 6-4 6-1,(ch),1.48,2.00%,1.00%,61.00%,73.80%,64.10%,2/4,2:10
Federer,24‑May‑2015,Roland Garros,Clay,R32,2,88,(2)Federer d. Damir Dzumhur [BIH],6-4 6-3 6-2,(ch),1.39,4.90%,1.20%,64.60%,67.90%,65.50%,4/5,1:28
Federer,24‑May‑2015,Roland Garros,Clay,R64,2,57,(2)Federer d. Marcel Granollers [ESP],6-2 7-6(1) 6-3,,2.02,3.90%,0.00%,63.60%,81.60%,71.40%,1/3,1:47
Federer,24‑May‑2015,Roland Garros,Clay,R128,2,109,(2)Federer d. (LL)Alejandro Falla [COL],6-3 6-3 6-4,,1.59,9.90%,0.00%,71.60%,77.60%,65.20%,2/2,1:50
Federer,19‑Jan‑2015,Australian Open,Hard,R32,2,46,Andreas Seppi [ITA] d. (2)Federer,6-4 7-6(5) 4-6 7-6(5),(ch),1.06,10.90%,6.50%,59.40%,80.50%,48.20%,2/5,2:57
Federer,19‑Jan‑2015,Australian Open,Hard,R64,2,48,(2)Federer d. Simone Bolelli [ITA],3-6 6-3 6-2 6-2,(ch),1.73,17.40%,0.00%,69.60%,78.10%,71.40%,0/1,2:09
Federer,19‑Jan‑2015,Australian Open,Hard,R128,2,47,(2)Federer d. Yen Hsun Lu [TPE],6-4 6-2 7-5,(ch),1.9,10.80%,3.60%,67.50%,85.70%,63.00%,4/4,1:53
Federer,25‑Aug‑2014,US Open,Hard,SF,3,16,(14)Marin Cilic [CRO] d. (2)Federer,6-3 6-4 6-4,(ch),0.71,14.30%,1.20%,61.90%,69.20%,50.00%,4/8,1:45
Federer,25‑Aug‑2014,US Open,Hard,QF,3,24,(2)Federer d. (20)Gael Monfils [FRA],4-6 3-6 6-4 7-5 6-2,(ch),1.24,3.30%,1.30%,57.00%,75.60%,56.90%,10/15,3:20
Federer,25‑Aug‑2014,US Open,Hard,R16,3,19,(2)Federer d. (17)Roberto Bautista Agut [ESP],6-4 6-3 6-2,,1.44,9.20%,5.70%,58.60%,76.50%,52.80%,6/7,1:56
Federer,25‑Aug‑2014,US Open,Hard,R32,3,42,(2)Federer d. Marcel Granollers [ESP],4-6 6-1 6-1 6-1,,1.5,12.90%,0.00%,62.40%,70.70%,57.10%,6/8,1:58
Federer,25‑Aug‑2014,US Open,Hard,R64,3,104,(2)Federer d. Samuel Groth [AUS],6-4 6-4 6-4,,1.51,11.40%,5.10%,62.00%,83.70%,50.00%,0/2,1:48
Federer,25‑Aug‑2014,US Open,Hard,R128,3,76,(2)Federer d. Marinko Matosevic [AUS],6-3 6-4 7-6(4),(ch),1.91,11.50%,1.10%,69.00%,88.30%,55.60%,2/3,2:07
Federer,23‑Jun‑2014,Wimbledon,Grass,F,4,2,(1)Novak Djokovic [SRB] d. (4)Federer,6-7(7) 6-4 7-6(4) 5-7 6-4,(ch),0.9,15.10%,2.60%,69.30%,76.70%,44.10%,11/15,3:56
Federer,23‑Jun‑2014,Wimbledon,Grass,SF,4,9,(4)Federer d. (8)Milos Raonic [CAN],6-4 6-4 6-4,(ch),1.4,7.50%,1.30%,65.00%,80.80%,67.90%,1/1,1:41
Federer,23‑Jun‑2014,Wimbledon,Grass,QF,4,3,(4)Federer d. (5)Stan Wawrinka [SUI],3-6 7-6(5) 6-4 6-4,(ch),1.19,8.40%,0.80%,64.70%,79.20%,69.00%,3/4,2:33
Federer,23‑Jun‑2014,Wimbledon,Grass,R16,4,22,(4)Federer d. (23)Tommy Robredo [ESP],6-1 6-4 6-4,,2.34,14.70%,0.00%,56.00%,88.10%,72.70%,1/1,1:34
Federer,23‑Jun‑2014,Wimbledon,Grass,R32,4,35,(4)Federer d. Santiago Giraldo [COL],6-3 6-1 6-3,,1.81,11.00%,1.40%,68.50%,84.00%,52.20%,2/2,1:21
Federer,23‑Jun‑2014,Wimbledon,Grass,R64,4,103,(4)Federer d. (Q)Gilles Muller [LUX],6-3 7-5 6-3,,2.92,36.20%,1.40%,76.80%,90.60%,75.00%,0/0,1:34
Federer,23‑Jun‑2014,Wimbledon,Grass,R128,4,83,(4)Federer d. Paolo Lorenzi [ITA],6-1 6-1 6-3,,2.11,13.00%,1.40%,69.60%,77.10%,71.40%,5/5,1:33
Federer,26‑May‑2014,Roland Garros,Clay,R16,4,17,(18)Ernests Gulbis [LAT] d. (4)Federer,6-7(5) 7-6(3) 6-2 4-6 6-3,(ch),0.89,4.30%,1.90%,63.40%,68.60%,50.80%,5/12,3:42
Federer,26‑May‑2014,Roland Garros,Clay,R32,4,32,(4)Federer d. (31)Dmitry Tursunov [RUS],7-5 6-7(7) 6-2 6-4,,1.64,12.50%,0.80%,67.50%,80.20%,69.20%,2/2,3:07
Federer,26‑May‑2014,Roland Garros,Clay,R64,4,109,(4)Federer d. (Q)Diego Schwartzman [ARG],6-3 6-4 6-4,(ch),1.59,11.10%,2.50%,63.00%,82.40%,56.70%,1/2,1:43
Federer,26‑May‑2014,Roland Garros,Clay,R128,4,87,(4)Federer d. Lukas Lacko [SVK],6-2 6-4 6-2,,3.05,11.50%,1.60%,72.10%,88.60%,76.50%,0/0,1:24
Federer,13‑Jan‑2014,Australian Open,Hard,SF,6,1,(1)Rafael Nadal [ESP] d. (6)Federer,7-6(4) 6-3 6-3,(ch),0.67,7.60%,1.00%,65.70%,65.20%,50.00%,10/14,2:24
Federer,13‑Jan‑2014,Australian Open,Hard,QF,6,4,(6)Federer d. (4)Andy Murray [GBR],6-3 6-4 6-7(6) 6-3,(ch),1.47,8.20%,0.00%,63.90%,76.90%,65.90%,1/2,3:20
Federer,13‑Jan‑2014,Australian Open,Hard,R16,6,10,(6)Federer d. (10)Jo Wilfried Tsonga [FRA],6-3 7-5 6-4,(ch),1.85,8.30%,1.20%,57.10%,87.50%,69.40%,1/1,1:52
