Player,Date,Tournament,Surface,Rd,Rk,vRk,,Score,More,DR,A%,DF%,1stIn,1st%,2nd%,BPSvd,Time
Nadal,28‑May‑2007,Roland Garros,Clay,SF,2,6,(2)Nadal d. (6)Novak Djokovic [SRB],7-5 6-4 6-2,(ch),1.6,3.50%,1.20%,70.90%,73.80%,60.00%,4/6,2:28
Nadal,28‑May‑2007,Roland Garros,Clay,QF,2,26,(2)Nadal d. (23)Carlos Moya [ESP],6-4 6-3 6-0,(ch),1.65,0.00%,0.00%,75.00%,70.40%,66.70%,3/4,2:02
Nadal,28‑May‑2007,Roland Garros,Clay,R16,2,16,(2)Nadal d. (14)Lleyton Hewitt [AUS],6-3 6-1 7-6(5),,1.48,4.60%,1.10%,71.30%,77.40%,44.00%,4/6,2:21
Nadal,28‑May‑2007,Roland Garros,Clay,R32,2,50,(2)Nadal d. Albert Montanes [ESP],6-1 6-3 6-2,,1.69,3.80%,1.30%,68.80%,72.70%,64.00%,9/9,2:21
Nadal,28‑May‑2007,Roland Garros,Clay,R64,2,227,(2)Nadal d. (Q)Flavio Cipolla [ITA],6-2 6-1 6-4,,1.6,5.50%,5.50%,75.30%,78.20%,33.30%,2/4,1:53
Nadal,28‑May‑2007,Roland Garros,Clay,R128,2,59,(2)Nadal d. Juan Martin Del Potro [ARG],7-5 6-3 6-2,(ch),1.48,1.30%,2.60%,62.80%,75.50%,51.70%,6/9,2:19
Nadal,25‑Jun‑2007,Wimbledon,Grass,F,2,1,(1)Roger Federer [SUI] d. (2)Nadal,7-6(7) 4-6 7-6(3) 2-6 6-2,(ch),0.9,0.60%,1.20%,70.70%,68.60%,57.10%,5/8,3:45
Nadal,25‑Jun‑2007,Wimbledon,Grass,SF,2,5,(2)Nadal d. (4)Novak Djokovic [SRB],3-6 6-1 4-1 RET,(ch),1.39,7.30%,0.00%,58.20%,78.10%,56.50%,1/2,1:41
Nadal,25‑Jun‑2007,Wimbledon,Grass,QF,2,11,(2)Nadal d. (7)Tomas Berdych [CZE],7-6(1) 6-4 6-2,,1.49,6.50%,2.20%,77.40%,70.80%,76.20%,4/5,2:07
Nadal,25‑Jun‑2007,Wimbledon,Grass,R16,2,13,(2)Nadal d. (14)Mikhail Youzhny [RUS],4-6 3-6 6-1 6-2 6-2,,1.45,9.60%,2.60%,73.00%,76.20%,61.30%,2/4,3:05
Nadal,25‑Jun‑2007,Wimbledon,Grass,R32,2,28,(2)Nadal d. (28)Robin Soderling [SWE],6-4 6-4 6-7(7) 4-6 7-5,,0.95,2.70%,1.60%,66.30%,69.70%,46.80%,10/15,4:01
Nadal,25‑Jun‑2007,Wimbledon,Grass,R64,2,72,(2)Nadal d. Werner Eschauer [AUT],6-2 6-4 6-1,(ch),2.12,6.50%,3.20%,59.70%,78.40%,68.00%,2/3,1:36
Nadal,25‑Jun‑2007,Wimbledon,Grass,R128,2,38,(2)Nadal d. Mardy Fish [USA],6-3 7-6(4) 6-3,,1.75,4.40%,4.40%,67.00%,88.50%,60.00%,2/2,2:18
Nadal,27‑Aug‑2007,US Open,Hard,R16,2,15,(15)David Ferrer [ESP] d. (2)Nadal,6-7(3) 6-4 7-6(4) 6-2,(ch),0.79,1.40%,5.00%,69.80%,64.90%,42.90%,7/14,3:26
Nadal,27‑Aug‑2007,US Open,Hard,R32,2,74,(2)Nadal d. Jo Wilfried Tsonga [FRA],7-6(3) 6-2 6-1,,1.72,2.40%,3.60%,73.80%,80.60%,68.20%,2/2,2:03
Nadal,27‑Aug‑2007,US Open,Hard,R64,2,56,(2)Nadal d. Janko Tipsarevic [SRB],6-2 6-3 3-2 RET,,1.71,8.60%,1.70%,69.00%,67.50%,83.30%,1/2,1:37
Nadal,27‑Aug‑2007,US Open,Hard,R128,2,123,(2)Nadal d. (WC)Alun Jones [AUS],7-5 3-6 6-4 6-1,,1.19,3.50%,2.60%,63.50%,64.40%,59.50%,5/9,2:42
Nadal,14‑Jan‑2008,Australian Open,Hard,SF,2,38,Jo Wilfried Tsonga [FRA] d. (2)Nadal,6-2 6-3 6-2,(ch),0.55,2.90%,1.40%,68.60%,56.30%,50.00%,2/7,1:56
Nadal,14‑Jan‑2008,Australian Open,Hard,QF,2,26,(2)Nadal d. (24)Jarkko Nieminen [FIN],7-5 6-3 6-1,,1.34,5.40%,5.40%,59.80%,78.20%,48.60%,7/8,2:18
Nadal,14‑Jan‑2008,Australian Open,Hard,R16,2,25,(2)Nadal d. (23)Paul Henri Mathieu [FRA],6-4 3-0 RET,,2.98,10.30%,3.40%,93.10%,88.90%,0.00%,0/0,0:51
Nadal,14‑Jan‑2008,Australian Open,Hard,R32,2,33,(2)Nadal d. (28)Gilles Simon [FRA],7-5 6-2 6-3,,1.49,8.10%,1.20%,59.30%,74.50%,62.90%,5/6,2:25
Nadal,14‑Jan‑2008,Australian Open,Hard,R64,2,88,(2)Nadal d. Florent Serra [FRA],6-0 6-2 6-2,,1.84,13.40%,1.50%,71.60%,77.10%,42.10%,1/3,1:32
Nadal,14‑Jan‑2008,Australian Open,Hard,R128,2,126,(2)Nadal d. (Q)Viktor Troicki [SRB],7-6(3) 7-5 6-1,,1.4,4.20%,4.20%,61.10%,67.20%,75.70%,3/5,2:34
Nadal,25‑May‑2008,Roland Garros,Clay,F,2,1,(2)Nadal d. (1)Roger Federer [SUI],6-1 6-3 6-0,(ch),1.91,0.00%,0.00%,74.60%,70.00%,64.70%,3/4,1:48
Nadal,25‑May‑2008,Roland Garros,Clay,SF,2,3,(2)Nadal d. (3)Novak Djokovic [SRB],6-4 6-2 7-6(3),(ch),1.29,0.00%,0.00%,72.40%,66.20%,70.40%,4/6,2:49
Nadal,25‑May‑2008,Roland Garros,Clay,QF,2,20,(2)Nadal d. (19)Nicolas Almagro [ESP],6-1 6-1 6-1,,2.11,1.50%,1.50%,67.70%,81.80%,52.40%,5/5,1:44
Nadal,25‑May‑2008,Roland Garros,Clay,R16,2,23,(2)Nadal d. (22)Fernando Verdasco [ESP],6-1 6-0 6-2,,1.77,1.40%,1.40%,63.80%,68.20%,60.00%,3/5,1:54
Nadal,25‑May‑2008,Roland Garros,Clay,R32,2,26,(2)Nadal d. (26)Jarkko Nieminen [FIN],6-1 6-3 6-1,,1.68,3.80%,1.30%,70.50%,72.70%,47.80%,7/8,1:58
Nadal,25‑May‑2008,Roland Garros,Clay,R64,2,148,(2)Nadal d. (Q)Nicolas Devilder [FRA],6-4 6-0 6-1,(ch),1.74,1.40%,1.40%,68.90%,68.60%,65.20%,7/8,1:54
Nadal,25‑May‑2008,Roland Garros,Clay,R128,2,76,(2)Nadal d. (Q)Thomaz Bellucci [BRA],7-5 6-3 6-1,,1.45,2.20%,1.10%,74.40%,68.70%,60.90%,2/4,2:34
Nadal,23‑Jun‑2008,Wimbledon,Grass,F,2,1,(2)Nadal d. (1)Roger Federer [SUI],6-4 6-4 6-7(5) 6-7(8) 9-7,(ch),0.98,2.80%,1.40%,73.40%,69.40%,58.60%,12/13,4:48
Nadal,23‑Jun‑2008,Wimbledon,Grass,SF,2,94,(2)Nadal d. Rainer Schuettler [GER],6-1 7-6(3) 6-4,(ch),1.95,8.00%,1.30%,80.00%,81.70%,66.70%,1/2,2:02
Nadal,23‑Jun‑2008,Wimbledon,Grass,QF,2,11,(2)Nadal d. (11)Andy Murray [GBR],6-3 6-2 6-4,(ch),3.05,6.10%,1.50%,62.10%,87.80%,80.00%,0/0,1:55
Nadal,23‑Jun‑2008,Wimbledon,Grass,R16,2,17,(2)Nadal d. (16)Mikhail Youzhny [RUS],6-3 6-3 6-1,,1.86,4.30%,1.40%,70.00%,77.60%,61.90%,3/4,2:11
Nadal,23‑Jun‑2008,Wimbledon,Grass,R32,2,32,(2)Nadal d. (30)Nicolas Kiefer [GER],7-6(3) 6-2 6-3,,1.55,5.70%,1.10%,78.20%,75.00%,68.40%,1/2,2:22
Nadal,23‑Jun‑2008,Wimbledon,Grass,R64,2,48,(2)Nadal d. Ernests Gulbis [LAT],5-7 6-2 7-6(2) 6-3,,1.3,3.30%,0.80%,66.40%,80.20%,61.00%,1/2,2:58
Nadal,23‑Jun‑2008,Wimbledon,Grass,R128,2,122,(2)Nadal d. (Q)Andreas Beck [GER],6-4 6-4 7-6(0),,1.79,19.50%,4.60%,74.70%,87.70%,50.00%,0/0,2:21
Nadal,25‑Aug‑2008,US Open,Hard,SF,1,6,(6)Andy Murray [GBR] d. (1)Nadal,6-2 7-6(5) 4-6 6-4,(ch),0.64,4.20%,1.20%,71.90%,59.20%,55.30%,16/20,3:31
Nadal,25‑Aug‑2008,US Open,Hard,QF,1,35,(1)Nadal d. Mardy Fish [USA],3-6 6-1 6-4 6-2,,1.45,3.20%,0.00%,72.30%,73.50%,69.20%,0/1,2:38
Nadal,25‑Aug‑2008,US Open,Hard,R16,1,55,(1)Nadal d. Sam Querrey [USA],6-2 5-7 7-6(2) 6-3,,1.1,3.70%,4.50%,66.40%,71.90%,48.90%,12/16,3:12
Nadal,25‑Aug‑2008,US Open,Hard,R32,1,71,(1)Nadal d. Viktor Troicki [SRB],6-4 6-3 6-0,,1.52,6.70%,4.00%,65.30%,69.40%,65.40%,2/3,1:55
Nadal,25‑Aug‑2008,US Open,Hard,R64,1,261,(1)Nadal d. (Q)Ryler Deheart [USA],6-1 6-2 6-4,,1.94,1.50%,4.50%,70.10%,80.90%,60.00%,0/1,1:41
Nadal,25‑Aug‑2008,US Open,Hard,R128,1,136,(1)Nadal d. (Q)Bjorn Phau [GER],7-6(4) 6-3 7-6(4),,1.43,6.50%,1.90%,72.00%,75.30%,63.30%,2/3,2:59
Nadal,19‑Jan‑2009,Australian Open,Hard,F,1,2,(1)Nadal d. (2)Roger Federer [SUI],7-5 3-6 7-6(3) 3-6 6-2,(ch),0.99,2.30%,2.30%,64.00%,66.10%,47.60%,13/19,4:19
Nadal,19‑Jan‑2009,Australian Open,Hard,SF,1,15,(1)Nadal d. (14)Fernando Verdasco [ESP],6-7(4) 6-4 7-6(2) 6-7(1) 6-4,(ch),1.12,6.90%,1.70%,74.00%,71.90%,62.20%,2/4,5:10
Nadal,19‑Jan‑2009,Australian Open,Hard,QF,1,8,(1)Nadal d. (6)Gilles Simon [FRA],6-2 7-5 7-5,(ch),1.37,5.30%,2.10%,67.00%,73.00%,58.10%,4/7,2:26
Nadal,19‑Jan‑2009,Australian Open,Hard,R16,1,14,(1)Nadal d. (13)Fernando Gonzalez [CHI],6-3 6-2 6-4,,1.76,5.50%,0.00%,67.10%,77.60%,62.50%,5/7,1:53
Nadal,19‑Jan‑2009,Australian Open,Hard,R32,1,79,(1)Nadal d. Tommy Haas [GER],6-4 6-2 6-2,,2.53,6.50%,0.00%,69.40%,81.40%,78.90%,0/1,2:02
Nadal,19‑Jan‑2009,Australian Open,Hard,R64,1,92,(1)Nadal d. Roko Karanusic [CRO],6-2 6-3 6-2,,1.52,3.90%,2.60%,64.90%,74.00%,63.00%,6/6,1:36
Nadal,19‑Jan‑2009,Australian Open,Hard,R128,1,75,(1)Nadal d. Christophe Rochus [BEL],6-0 6-2 6-2,,3.95,19.60%,3.90%,68.60%,91.40%,75.00%,0/0,1:16
Nadal,25‑May‑2009,Roland Garros,Clay,R16,1,25,(23)Robin Soderling [SWE] d. (1)Nadal,6-2 6-7(2) 6-4 7-6(2),(ch),0.9,2.30%,1.60%,77.30%,66.70%,44.80%,1/6,3:30
Nadal,25‑May‑2009,Roland Garros,Clay,R32,1,48,(1)Nadal d. Lleyton Hewitt [AUS],6-1 6-3 6-1,,1.96,10.60%,0.00%,75.80%,76.00%,62.50%,2/3,1:51
Nadal,25‑May‑2009,Roland Garros,Clay,R64,1,72,(1)Nadal d. Teymuraz Gabashvili [RUS],6-1 6-4 6-2,,1.68,2.60%,1.30%,64.90%,74.00%,70.40%,4/4,2:17
Nadal,25‑May‑2009,Roland Garros,Clay,R128,1,97,(1)Nadal d. (Q)Marcos Daniel [BRA],7-5 6-4 6-3,,1.44,3.70%,0.00%,75.60%,67.70%,65.00%,4/7,2:23
Nadal,31‑Aug‑2009,US Open,Hard,SF,3,6,(6)Juan Martin Del Potro [ARG] d. (3)Nadal,6-2 6-2 6-2,(ch),0.7,4.40%,4.40%,77.80%,57.10%,30.00%,10/16,2:20
Nadal,31‑Aug‑2009,US Open,Hard,QF,3,11,(3)Nadal d. (11)Fernando Gonzalez [CHI],7-6(4) 7-6(2) 6-0,,2.13,1.10%,0.00%,74.70%,84.60%,72.70%,2/2,2:37
Nadal,31‑Aug‑2009,US Open,Hard,R16,3,13,(3)Nadal d. (13)Gael Monfils [FRA],6-7(3) 6-3 6-1 6-3,,1.45,0.00%,0.00%,73.60%,72.80%,62.10%,3/6,2:45
Nadal,31‑Aug‑2009,US Open,Hard,R32,3,33,(3)Nadal d. (32)Nicolas Almagro [ESP],7-5 6-4 6-4,,1.28,2.00%,3.00%,62.40%,61.90%,55.30%,8/13,2:39
Nadal,31‑Aug‑2009,US Open,Hard,R64,3,129,(3)Nadal d. Nicolas Kiefer [GER],6-0 3-6 6-3 6-4,,2.01,3.70%,1.20%,62.20%,72.50%,83.90%,1/3,2:59
Nadal,31‑Aug‑2009,US Open,Hard,R128,3,46,(3)Nadal d. Richard Gasquet [FRA],6-2 6-2 6-3,,2.81,11.30%,0.00%,56.50%,94.30%,70.40%,0/0,1:41
Nadal,18‑Jan‑2010,Australian Open,Hard,QF,2,4,(5)Andy Murray [GBR] d. (2)Nadal,6-3 7-6(2) 3-0 RET,(ch),0.81,1.40%,1.40%,66.70%,62.50%,41.70%,6/10,2:30
Nadal,18‑Jan‑2010,Australian Open,Hard,R16,2,39,(2)Nadal d. Ivo Karlovic [CRO],6-4 4-6 6-4 6-4,,1.16,2.00%,2.00%,70.60%,77.80%,73.30%,1/2,2:36
Nadal,18‑Jan‑2010,Australian Open,Hard,R32,2,26,(2)Nadal d. (27)Philipp Kohlschreiber [GER],6-4 6-2 2-6 7-5,,1.06,4.30%,2.20%,60.90%,69.00%,51.90%,12/15,3:30
Nadal,18‑Jan‑2010,Australian Open,Hard,R64,2,75,(2)Nadal d. Lukas Lacko [SVK],6-2 6-2 6-2,,1.85,1.60%,1.60%,54.70%,71.40%,69.00%,0/1,1:53
Nadal,18‑Jan‑2010,Australian Open,Hard,R128,2,70,(2)Nadal d. Peter Luczak [AUS],7-6(0) 6-1 6-4,,1.47,10.60%,1.00%,69.20%,76.40%,56.30%,6/7,2:34
Nadal,24‑May‑2010,Roland Garros,Clay,F,2,7,(2)Nadal d. (5)Robin Soderling [SWE],6-4 6-2 6-4,(ch),1.37,7.80%,1.10%,76.70%,73.90%,61.90%,8/8,2:18
Nadal,24‑May‑2010,Roland Garros,Clay,SF,2,27,(2)Nadal d. (22)Jurgen Melzer [AUT],6-2 6-3 7-6(6),(ch),1.65,4.70%,4.70%,76.50%,75.40%,55.00%,1/3,2:09
Nadal,24‑May‑2010,Roland Garros,Clay,QF,2,21,(2)Nadal d. (19)Nicolas Almagro [ESP],7-6(2) 7-6(3) 6-4,,1.16,3.60%,0.00%,73.00%,72.80%,56.70%,1/2,2:35
Nadal,24‑May‑2010,Roland Garros,Clay,R16,2,29,(2)Nadal d. (24)Thomaz Bellucci [BRA],6-2 7-5 6-4,,1.43,2.30%,0.00%,73.90%,63.10%,65.20%,5/9,2:33
Nadal,24‑May‑2010,Roland Garros,Clay,R32,2,33,(2)Nadal d. (28)Lleyton Hewitt [AUS],6-3 6-4 6-3,,1.41,1.30%,1.30%,75.90%,70.00%,52.60%,3/6,2:28
Nadal,24‑May‑2010,Roland Garros,Clay,R64,2,44,(2)Nadal d. Horacio Zeballos [ARG],6-2 6-2 6-3,,1.9,1.40%,2.70%,79.70%,79.70%,46.70%,5/6,1:45
Nadal,24‑May‑2010,Roland Garros,Clay,R128,2,655,(2)Nadal d. (WC)Gianni Mina [FRA],6-2 6-2 6-2,,1.47,0.00%,0.00%,68.10%,71.00%,51.70%,9/9,2:23
Nadal,21‑Jun‑2010,Wimbledon,Grass,F,1,13,(2)Nadal d. (12)Tomas Berdych [CZE],6-3 7-5 6-4,(ch),1.25,5.60%,3.30%,68.90%,77.40%,64.30%,4/4,2:13
Nadal,21‑Jun‑2010,Wimbledon,Grass,SF,1,4,(2)Nadal d. (4)Andy Murray [GBR],6-4 7-6(6) 6-4,(ch),1.09,4.10%,2.10%,70.10%,77.90%,58.60%,2/3,2:22
Nadal,21‑Jun‑2010,Wimbledon,Grass,QF,1,6,(2)Nadal d. (6)Robin Soderling [SWE],3-6 6-3 7-6(4) 6-1,,1.07,9.50%,2.40%,67.50%,69.40%,61.00%,4/7,2:43
Nadal,21‑Jun‑2010,Wimbledon,Grass,R16,1,66,(2)Nadal d. Paul Henri Mathieu [FRA],6-4 6-2 6-2,,2.19,11.80%,1.50%,64.70%,86.40%,66.70%,2/2,2:01
Nadal,21‑Jun‑2010,Wimbledon,Grass,R32,1,41,(2)Nadal d. (33)Philipp Petzschner [GER],6-4 4-6 6-7(5) 6-2 6-3,(ch),1.37,8.50%,0.70%,67.60%,80.20%,60.90%,1/2,3:45
Nadal,21‑Jun‑2010,Wimbledon,Grass,R64,1,151,(2)Nadal d. Robin Haase [NED],5-7 6-2 3-6 6-0 6-3,,1.67,4.70%,1.90%,68.20%,84.90%,67.60%,0/2,2:22
Nadal,21‑Jun‑2010,Wimbledon,Grass,R128,1,189,(2)Nadal d. (WC)Kei Nishikori [JPN],6-2 6-4 6-4,,1.59,10.30%,3.80%,69.20%,81.50%,54.20%,2/3,2:05
Nadal,30‑Aug‑2010,US Open,Hard,F,1,3,(1)Nadal d. (3)Novak Djokovic [SRB],6-4 5-7 6-4 6-2,(ch),1.31,7.10%,1.80%,67.00%,73.30%,56.80%,1/4,3:43
Nadal,30‑Aug‑2010,US Open,Hard,SF,1,14,(1)Nadal d. (12)Mikhail Youzhny [RUS],6-2 6-3 6-4,(ch),1.8,3.90%,1.30%,64.90%,78.00%,70.40%,1/2,2:13
Nadal,30‑Aug‑2010,US Open,Hard,QF,1,8,(1)Nadal d. (8)Fernando Verdasco [ESP],7-5 6-3 6-4,,1.97,5.20%,0.00%,66.20%,84.30%,69.20%,0/1,2:22
Nadal,30‑Aug‑2010,US Open,Hard,R16,1,25,(1)Nadal d. (23)Feliciano Lopez [ESP],6-3 6-4 6-4,,2.02,11.40%,1.30%,63.30%,90.00%,62.10%,4/4,2:08
Nadal,30‑Aug‑2010,US Open,Hard,R32,1,42,(1)Nadal d. Gilles Simon [FRA],6-4 6-4 6-2,,1.72,7.90%,3.90%,56.60%,90.70%,57.60%,1/1,1:59
Nadal,30‑Aug‑2010,US Open,Hard,R64,1,39,(1)Nadal d. Denis Istomin [UZB],6-2 7-6(5) 7-5,,1.78,8.70%,3.30%,65.20%,83.30%,71.90%,7/7,2:44
Nadal,30‑Aug‑2010,US Open,Hard,R128,1,93,(1)Nadal d. Teymuraz Gabashvili [RUS],7-6(4) 7-6(4) 6-3,,1.46,6.80%,2.90%,67.00%,78.30%,70.60%,1/1,2:57
Nadal,17‑Jan‑2011,Australian Open,Hard,QF,1,7,(7)David Ferrer [ESP] d. (1)Nadal,6-4 6-2 6-3,(ch) (wp),0.65,1.90%,1.00%,66.30%,55.10%,37.10%,8/15,2:33
Nadal,17‑Jan‑2011,Australian Open,Hard,R16,1,15,(1)Nadal d. (15)Marin Cilic [CRO],6-2 6-4 6-3,(wp),1.46,3.50%,3.50%,72.90%,79.00%,47.80%,2/2,2:31
Nadal,17‑Jan‑2011,Australian Open,Hard,R32,1,199,(1)Nadal d. (WC)Bernard Tomic [AUS],6-2 7-5 6-3,(wp),1.22,4.10%,4.10%,57.70%,67.90%,53.70%,6/8,2:30
Nadal,17‑Jan‑2011,Australian Open,Hard,R64,1,116,(1)Nadal d. (Q)Ryan Sweeting [USA],6-2 6-1 6-1,(wp),2.01,10.90%,6.30%,64.10%,82.90%,52.20%,1/2,1:42
Nadal,17‑Jan‑2011,Australian Open,Hard,R128,1,93,(1)Nadal d. Marcos Daniel [BRA],6-0 5-0 RET,(wp),3.23,11.40%,8.60%,54.30%,84.20%,56.30%,4/4,0:47
Nadal,22‑May‑2011,Roland Garros,Clay,F,1,3,(1)Nadal d. (3)Roger Federer [SUI],7-5 7-6(3) 5-7 6-1,(ch) (wp),1.08,2.70%,2.00%,72.10%,65.10%,51.20%,10/15,3:40
Nadal,22‑May‑2011,Roland Garros,Clay,SF,1,4,(1)Nadal d. (4)Andy Murray [GBR],6-4 7-5 6-4,(ch) (wp),1.2,1.70%,2.50%,73.10%,69.00%,43.80%,15/18,3:17
Nadal,22‑May‑2011,Roland Garros,Clay,QF,1,5,(1)Nadal d. (5)Robin Soderling [SWE],6-4 6-1 7-6(3),(wp),1.33,4.40%,0.00%,76.70%,63.80%,71.40%,4/6,2:35
Nadal,22‑May‑2011,Roland Garros,Clay,R16,1,37,(1)Nadal d. Ivan Ljubicic [CRO],7-5 6-3 6-3,(wp),1.98,2.80%,1.40%,68.10%,81.60%,65.20%,2/4,2:26
Nadal,22‑May‑2011,Roland Garros,Clay,R32,1,227,(1)Nadal d. (Q)Antonio Veic [CRO],6-1 6-3 6-0,(wp),2.14,1.50%,0.00%,72.70%,62.50%,77.80%,3/5,1:41
Nadal,22‑May‑2011,Roland Garros,Clay,R64,1,48,(1)Nadal d. Pablo Andujar [ESP],7-5 6-3 7-6(4),(wp),1.21,4.80%,3.20%,68.30%,66.30%,45.00%,11/16,3:18
Nadal,22‑May‑2011,Roland Garros,Clay,R128,1,39,(1)Nadal d. John Isner [USA],6-4 6-7(2) 6-7(2) 6-2 6-4,(ch) (wp),1.62,6.00%,0.70%,72.40%,81.40%,70.30%,0/1,4:01
Nadal,20‑Jun‑2011,Wimbledon,Grass,F,1,2,(2)Novak Djokovic [SRB] d. (1)Nadal,6-4 6-1 1-6 6-3,(ch) (wp),0.86,6.10%,1.20%,78.00%,67.20%,44.40%,1/6,2:28
Nadal,20‑Jun‑2011,Wimbledon,Grass,SF,1,4,(1)Nadal d. (4)Andy Murray [GBR],5-7 6-2 6-2 6-4,(ch) (wp),1.42,5.80%,1.00%,68.00%,81.40%,57.60%,3/4,2:59
Nadal,20‑Jun‑2011,Wimbledon,Grass,QF,1,9,(1)Nadal d. (10)Mardy Fish [USA],6-3 6-3 5-7 6-4,(ch) (wp),1.45,4.80%,1.00%,67.60%,77.50%,58.80%,4/7,2:53
Nadal,20‑Jun‑2011,Wimbledon,Grass,R16,1,21,(1)Nadal d. (24)Juan Martin Del Potro [ARG],7-6(6) 3-6 7-6(4) 6-4,(wp),1.14,10.10%,0.80%,72.90%,78.70%,54.30%,2/3,3:52
Nadal,20‑Jun‑2011,Wimbledon,Grass,R32,1,92,(1)Nadal d. (WC)Gilles Muller [LUX],7-6(6) 7-6(5) 6-0,(wp),1.36,7.50%,1.10%,71.00%,83.30%,66.70%,2/2,2:24
Nadal,20‑Jun‑2011,Wimbledon,Grass,R64,1,69,(1)Nadal d. Ryan Sweeting [USA],6-3 6-2 6-4,(wp),1.77,11.70%,0.00%,70.10%,77.80%,65.20%,1/2,2:07
Nadal,20‑Jun‑2011,Wimbledon,Grass,R128,1,90,(1)Nadal d. Michael Russell [USA],6-4 6-2 6-2,,1.67,5.70%,2.90%,67.10%,76.60%,56.50%,1/3,1:58
Nadal,29‑Aug‑2011,US Open,Hard,F,2,1,(1)Novak Djokovic [SRB] d. (2)Nadal,6-2 6-4 6-7(3) 6-1,(ch) (wp),0.82,1.40%,2.10%,68.10%,52.10%,42.20%,15/27,4:10
Nadal,29‑Aug‑2011,US Open,Hard,SF,2,4,(2)Nadal d. (4)Andy Murray [GBR],6-4 6-2 3-6 6-2,(ch) (wp),1.29,2.70%,0.90%,67.60%,72.00%,55.60%,8/10,3:24
Nadal,29‑Aug‑2011,US Open,Hard,QF,2,21,(2)Nadal d. (21)Andy Roddick [USA],6-2 6-1 6-3,(wp),1.97,9.00%,1.50%,68.70%,82.60%,57.10%,4/4,1:53
Nadal,29‑Aug‑2011,US Open,Hard,R16,2,68,(2)Nadal d. Gilles Muller [LUX],7-6(1) 6-1 6-2,(wp),1.91,6.80%,5.40%,73.00%,81.50%,55.00%,0/2,2:08
Nadal,29‑Aug‑2011,US Open,Hard,R32,2,76,(2)Nadal d. David Nalbandian [ARG],7-6(5) 6-1 7-5,(ch) (wp),1.33,2.00%,3.90%,77.50%,69.60%,43.50%,5/8,2:39
Nadal,29‑Aug‑2011,US Open,Hard,R64,2,99,(2)Nadal d. Nicolas Mahut [FRA],6-2 6-2 RET,(wp),1.91,6.10%,2.00%,69.40%,82.40%,53.30%,4/4,1:21
Nadal,29‑Aug‑2011,US Open,Hard,R128,2,98,(2)Nadal d. Andrey Golubev [KAZ],6-3 7-6(1) 7-5,(wp),1.28,6.40%,4.30%,63.80%,66.70%,47.10%,4/10,2:49
Nadal,16‑Jan‑2012,Australian Open,Hard,F,2,1,(1)Novak Djokovic [SRB] d. (2)Nadal,5-7 6-4 6-2 6-7(5) 7-5,(ch) (wp),0.83,4.90%,2.00%,66.50%,65.20%,47.10%,13/20,5:53
Nadal,16‑Jan‑2012,Australian Open,Hard,SF,2,3,(2)Nadal d. (3)Roger Federer [SUI],6-7(5) 6-2 7-6(5) 6-4,(ch) (wp),1.16,2.80%,0.70%,77.30%,68.80%,62.50%,7/10,3:42
Nadal,16‑Jan‑2012,Australian Open,Hard,QF,2,7,(2)Nadal d. (7)Tomas Berdych [CZE],6-7(5) 7-6(6) 6-4 6-3,(ch) (wp),1.17,4.90%,1.40%,70.40%,76.00%,50.00%,11/13,4:16
Nadal,16‑Jan‑2012,Australian Open,Hard,R16,2,19,(2)Nadal d. (18)Feliciano Lopez [ESP],6-4 6-4 6-2,(wp),2.04,5.60%,1.40%,80.30%,80.70%,64.30%,3/4,2:25
Nadal,16‑Jan‑2012,Australian Open,Hard,R32,2,119,(2)Nadal d. (Q)Lukas Lacko [SVK],6-2 6-4 6-2,(wp),2.09,2.90%,0.00%,80.90%,85.50%,46.20%,4/5,1:55
Nadal,16‑Jan‑2012,Australian Open,Hard,R64,2,190,(2)Nadal d. Tommy Haas [GER],6-4 6-3 6-4,(wp),1.37,2.50%,2.50%,63.70%,74.50%,55.20%,2/4,2:29
Nadal,16‑Jan‑2012,Australian Open,Hard,R128,2,167,(2)Nadal d. (Q)Alex Kuznetsov [USA],6-4 6-1 6-1,(wp),2.48,12.90%,3.20%,67.70%,85.70%,65.00%,2/2,1:46
Nadal,27‑May‑2012,Roland Garros,Clay,F,2,1,(2)Nadal d. (1)Novak Djokovic [SRB],6-4 6-3 2-6 7-5,(ch) (wp),1.1,3.40%,3.40%,61.90%,61.60%,53.30%,3/10,3:49
Nadal,27‑May‑2012,Roland Garros,Clay,SF,2,6,(2)Nadal d. (6)David Ferrer [ESP],6-2 6-2 6-1,(ch) (wp),2.03,3.10%,1.50%,60.00%,84.60%,57.70%,2/2,1:46
Nadal,27‑May‑2012,Roland Garros,Clay,QF,2,13,(2)Nadal d. (12)Nicolas Almagro [ESP],7-6(4) 6-2 6-3,(wp),1.42,9.90%,1.00%,66.30%,83.60%,50.00%,4/4,2:46
Nadal,27‑May‑2012,Roland Garros,Clay,R16,2,15,(2)Nadal d. (13)Juan Monaco [ARG],6-2 6-0 6-0,(wp),2.08,3.10%,0.00%,69.20%,68.90%,75.00%,2/2,1:46
Nadal,27‑May‑2012,Roland Garros,Clay,R32,2,192,(2)Nadal d. (Q)Eduardo Schwank [ARG],6-1 6-3 6-4,(wp),1.63,1.30%,1.30%,59.70%,87.00%,51.60%,4/4,2:16
Nadal,27‑May‑2012,Roland Garros,Clay,R64,2,43,(2)Nadal d. Denis Istomin [UZB],6-2 6-2 6-0,(wp),2.26,0.00%,1.60%,68.80%,77.30%,70.00%,2/2,1:50
