Player,Date,Tournament,Surface,Rd,Rk,vRk,,Score,More,DR,TPW,RPW,vA%,v1st%,v2nd%,BPCnv,Time
Djokovic,20‑Jun‑2005,Wimbledon,Grass,Q3,128,129,(17)Djokovic d. (15)Wesley Moodie [RSA],4-6 6-0 6-7(2) 7-6(4) 6-3,,,,,,,,,
Djokovic,20‑Jun‑2005,Wimbledon,Grass,Q2,128,148,(17)Djokovic d. Jimmy Wang [TPE],6-4 6-4,,,,,,,,,
Djokovic,20‑Jun‑2005,Wimbledon,Grass,Q1,128,175,(17)Djokovic d. Brian Baker [USA],1-1 RET,,,,,,,,,
Djokovic,23‑May‑2005,Roland Garros,Clay,R64,153,9,(8)Guillermo Coria [ARG] d. (Q)Djokovic,4-6 6-2 3-2 RET,,0.88,47.00%,44.00%,0.00%,37.30%,60.00%,4/12,1:54
Djokovic,23‑May‑2005,Roland Garros,Clay,R128,153,71,(Q)Djokovic d. Robby Ginepri [USA],6-0 6-0 6-3,,2,63.80%,58.80%,5.00%,51.10%,68.60%,9/16,1:18
Djokovic,23‑May‑2005,Roland Garros,Clay,Q3,153,158,(15)Djokovic d. Marc Gicquel [FRA],6-4 7-6(5),,,,,,,,,
Djokovic,23‑May‑2005,Roland Garros,Clay,Q2,153,208,(15)Djokovic d. Franco Ferreiro [BRA],6-4 6-4,,,,,,,,,
Djokovic,23‑May‑2005,Roland Garros,Clay,Q1,153,182,(15)Djokovic d. Glenn Weiner [USA],6-2 6-3,,,,,,,,,
Djokovic,17‑Jan‑2005,Australian Open,Hard,R128,188,4,(4)Marat Safin [RUS] d. (Q)Djokovic,6-0 6-2 6-1,(ch),0.37,29.10%,25.50%,2.00%,7.40%,45.80%,1/1,1:14
Djokovic,17‑Jan‑2005,Australian Open,Hard,Q3,188,138,Djokovic d. (15)Wesley Moodie [RSA],4-6 6-3 6-4,,,,,,,,,
Djokovic,17‑Jan‑2005,Australian Open,Hard,Q2,188,165,Djokovic d. (32)Stan Wawrinka [SUI],6-3 6-1,,,,,,,,,
Djokovic,17‑Jan‑2005,Australian Open,Hard,Q1,188,287,Djokovic d. Francesco Piccari [ITA],6-3 7-5,,,,,,,,,
Federer,28‑Jun‑2021,Wimbledon,Grass,QF,8,18,(14)Hubert Hurkacz [POL] d. (6)Federer,6-3 7-6(4) 6-0,(ch),0.68,43.10%,30.70%,11.40%,21.20%,44.40%,1/4,1:49
Federer,28‑Jun‑2021,Wimbledon,Grass,R16,8,27,(6)Federer d. (23)Lorenzo Sonego [ITA],7-5 6-4 6-2,(ch),1.58,55.40%,42.60%,3.70%,34.30%,56.10%,5/15,2:11
Federer,28‑Jun‑2021,Wimbledon,Grass,R32,8,34,(6)Federer d. (29)Cameron Norrie [GBR],6-4 6-4 5-7 6-4,(ch),1.33,53.70%,38.60%,9.10%,32.20%,51.10%,4/11,2:35
Federer,28‑Jun‑2021,Wimbledon,Grass,R64,8,56,(6)Federer d. Richard Gasquet [FRA],7-6(1) 6-1 6-4,(ch),1.61,57.60%,40.60%,3.10%,34.50%,48.80%,3/6,1:51
Federer,28‑Jun‑2021,Wimbledon,Grass,R128,8,41,(6)Federer d. Adrian Mannarino [FRA],6-4 6-7(3) 3-6 6-2 0-0 RET,(ch),1.16,51.20%,36.20%,3.80%,24.10%,57.40%,4/13,2:44
Federer,31‑May‑2021,Roland Garros,Clay,R16,8,9,(9)Matteo Berrettini [ITA] d. (8)Federer,W/O,,,,,,,,,
Federer,31‑May‑2021,Roland Garros,Clay,R32,8,59,(8)Federer d. Dominik Koepfer [GER],7-6(5) 6-7(3) 7-6(4) 7-5,(ch),1.02,50.20%,36.00%,6.80%,34.70%,37.90%,5/14,3:35
Federer,31‑May‑2021,Roland Garros,Clay,R64,8,47,(8)Federer d. Marin Cilic [CRO],6-2 2-6 7-6(4) 6-2,(ch),1.22,53.20%,37.50%,10.00%,24.70%,60.50%,5/16,2:35
Federer,31‑May‑2021,Roland Garros,Clay,R128,8,204,(8)Federer d. (Q)Denis Istomin [UZB],6-2 6-4 6-3,(ch),2.18,59.20%,43.70%,3.40%,41.00%,50.00%,5/13,1:33
Federer,20‑Jan‑2020,Australian Open,Hard,SF,3,2,(2)Novak Djokovic [SRB] d. (3)Federer,7-6(1) 6-4 6-3,(ch),0.76,45.10%,32.40%,10.80%,27.00%,46.40%,2/7,2:18
Federer,20‑Jan‑2020,Australian Open,Hard,QF,3,100,(3)Federer d. Tennys Sandgren [USA],6-3 2-6 2-6 7-6(8) 6-3,(ch),0.93,49.80%,32.70%,18.00%,20.60%,54.70%,2/13,3:31
Federer,20‑Jan‑2020,Australian Open,Hard,R16,3,67,(3)Federer d. Marton Fucsovics [HUN],4-6 6-1 6-2 6-2,(ch),1.36,56.80%,44.90%,1.10%,42.90%,46.80%,7/12,2:11
Federer,20‑Jan‑2020,Australian Open,Hard,R32,3,47,(3)Federer d. John Millman [AUS],4-6 7-6(2) 6-4 4-6 7-6(8),(ch),1.08,50.40%,34.90%,5.80%,32.20%,39.40%,3/10,4:03
Federer,20‑Jan‑2020,Australian Open,Hard,R64,3,41,(3)Federer d. Filip Krajinovic [SRB],6-1 6-4 6-1,,1.86,61.40%,51.90%,5.20%,42.10%,80.00%,7/14,1:32
Federer,20‑Jan‑2020,Australian Open,Hard,R128,3,75,(3)Federer d. Steve Johnson [USA],6-3 6-2 6-2,(ch),2.36,62.60%,46.60%,4.10%,43.50%,51.90%,5/9,1:21
Federer,26‑Aug‑2019,US Open,Hard,QF,3,78,Grigor Dimitrov [BUL] d. (3)Federer,3-6 6-4 3-6 6-4 6-2,(ch),0.91,49.10%,32.10%,4.60%,25.30%,47.50%,4/14,3:12
Federer,26‑Aug‑2019,US Open,Hard,R16,3,15,(3)Federer d. (15)David Goffin [BEL],6-2 6-2 6-0,,2.18,68.00%,66.70%,0.00%,60.00%,73.30%,9/10,1:19
Federer,26‑Aug‑2019,US Open,Hard,R32,3,58,(3)Federer d. Daniel Evans [GBR],6-2 6-2 6-1,,2.6,68.00%,59.70%,0.00%,58.80%,60.60%,7/14,1:20
Federer,26‑Aug‑2019,US Open,Hard,R64,3,99,(3)Federer d. Damir Dzumhur [BIH],3-6 6-2 6-3 6-4,,1.2,53.40%,40.20%,1.70%,35.50%,48.80%,5/9,2:22
Federer,26‑Aug‑2019,US Open,Hard,R128,3,190,(3)Federer d. (Q)Sumit Nagal [IND],4-6 6-1 6-2 6-4,,1.21,54.80%,45.80%,0.00%,41.20%,53.80%,7/13,2:30
Federer,1‑Jul‑2019,Wimbledon,Grass,F,3,1,(1)Novak Djokovic [SRB] d. (2)Federer,7-6(5) 1-6 7-6(4) 4-6 13-12(3),(ch),1.14,51.70%,36.10%,4.60%,25.70%,53.00%,7/13,4:57
Federer,1‑Jul‑2019,Wimbledon,Grass,SF,3,2,(2)Federer d. (3)Rafael Nadal [ESP],7-6(3) 1-6 6-3 6-4,(ch),1.17,51.90%,35.40%,7.90%,25.90%,52.20%,2/10,3:02
Federer,1‑Jul‑2019,Wimbledon,Grass,QF,3,7,(2)Federer d. (8)Kei Nishikori [JPN],4-6 6-1 6-4 6-4,(ch),1.65,56.60%,43.50%,2.20%,43.00%,44.10%,4/14,2:36
Federer,1‑Jul‑2019,Wimbledon,Grass,R16,3,20,(2)Federer d. (17)Matteo Berrettini [ITA],6-1 6-2 6-2,(ch),2.77,66.40%,50.00%,5.20%,30.80%,65.60%,6/7,1:14
Federer,1‑Jul‑2019,Wimbledon,Grass,R32,3,28,(2)Federer d. (27)Lucas Pouille [FRA],7-5 6-2 7-6(4),(ch),1.35,54.80%,39.60%,5.70%,33.30%,45.50%,4/9,2:06
Federer,1‑Jul‑2019,Wimbledon,Grass,R64,3,169,(2)Federer d. Jay Clarke [GBR],6-1 7-6(3) 6-2,(ch),2.62,61.60%,43.00%,1.20%,38.00%,50.00%,4/5,1:37
Federer,1‑Jul‑2019,Wimbledon,Grass,R128,3,86,(2)Federer d. Lloyd Harris [RSA],3-6 6-1 6-2 6-2,,2.17,59.90%,44.40%,5.10%,37.30%,55.00%,6/12,1:51
Federer,27‑May‑2019,Roland Garros,Clay,SF,3,2,(2)Rafael Nadal [ESP] d. (3)Federer,6-3 6-4 6-2,(ch),0.72,43.60%,34.10%,3.40%,31.90%,43.80%,2/4,2:25
Federer,27‑May‑2019,Roland Garros,Clay,QF,3,28,(3)Federer d. (24)Stan Wawrinka [SUI],7-6(4) 4-6 7-6(5) 6-4,(ch),1.25,52.50%,36.80%,4.70%,28.30%,53.40%,2/18,3:35
Federer,27‑May‑2019,Roland Garros,Clay,R16,3,68,(3)Federer d. Leonardo Mayer [ARG],6-2 6-3 6-3,,2.09,59.90%,44.80%,0.00%,37.80%,52.40%,5/10,1:42
Federer,27‑May‑2019,Roland Garros,Clay,R32,3,63,(3)Federer d. Casper Ruud [NOR],6-3 6-1 7-6(8),,1.42,55.90%,43.90%,1.90%,32.90%,67.60%,5/12,2:11
Federer,27‑May‑2019,Roland Garros,Clay,R64,3,144,(3)Federer d. (LL)Oscar Otte [GER],6-4 6-3 6-4,,1.47,56.30%,35.90%,5.10%,30.00%,42.10%,3/4,1:36
Federer,27‑May‑2019,Roland Garros,Clay,R128,3,74,(3)Federer d. Lorenzo Sonego [ITA],6-2 6-4 6-4,,2.08,59.30%,44.60%,3.30%,37.30%,57.60%,5/11,1:41
Federer,14‑Jan‑2019,Australian Open,Hard,R16,3,15,(14)Stefanos Tsitsipas [GRE] d. (3)Federer,6-7(11) 7-6(3) 7-5 7-6(5),(ch),1.03,48.30%,27.70%,10.60%,22.30%,35.50%,0/12,3:45
Federer,14‑Jan‑2019,Australian Open,Hard,R32,3,50,(3)Federer d. Taylor Fritz [USA],6-2 7-5 6-2,,2.07,58.80%,38.50%,10.30%,37.80%,39.40%,5/9,1:28
Federer,14‑Jan‑2019,Australian Open,Hard,R64,3,189,(3)Federer d. (Q)Daniel Evans [GBR],7-6(5) 7-6(3) 6-3,,1.61,55.60%,37.40%,3.50%,27.10%,53.30%,2/5,2:35
Federer,14‑Jan‑2019,Australian Open,Hard,R128,3,101,(3)Federer d. Denis Istomin [UZB],6-3 6-4 6-4,,1.57,55.20%,38.40%,4.00%,34.80%,46.70%,3/9,1:57
Federer,27‑Aug‑2018,US Open,Hard,R16,2,55,John Millman [AUS] d. (2)Federer,3-6 7-5 7-6(7) 7-6(3),(ch),0.84,48.60%,30.60%,5.60%,25.30%,39.60%,3/11,3:35
Federer,27‑Aug‑2018,US Open,Hard,R32,2,30,(2)Federer d. (30)Nick Kyrgios [AUS],6-4 6-1 7-5,(ch),1.47,55.90%,38.30%,13.80%,36.80%,40.50%,4/10,1:44
Federer,27‑Aug‑2018,US Open,Hard,R64,2,56,(2)Federer d. Benoit Paire [FRA],7-5 6-4 6-4,(ch),1.41,55.80%,43.10%,5.90%,36.80%,51.10%,5/9,1:57
Federer,27‑Aug‑2018,US Open,Hard,R128,2,177,(2)Federer d. Yoshihito Nishioka [JPN],6-2 6-2 6-4,(ch),1.55,57.30%,49.10%,0.00%,54.70%,41.30%,6/15,1:52
Federer,2‑Jul‑2018,Wimbledon,Grass,QF,2,8,(8)Kevin Anderson [RSA] d. (1)Federer,2-6 6-7(5) 7-5 6-4 13-11,(ch),1.17,50.60%,31.70%,13.00%,23.70%,47.80%,3/12,4:14
Federer,2‑Jul‑2018,Wimbledon,Grass,R16,2,26,(1)Federer d. (22)Adrian Mannarino [FRA],6-0 7-5 6-4,(ch),2.1,60.20%,47.00%,6.00%,45.50%,52.20%,5/12,1:45
Federer,2‑Jul‑2018,Wimbledon,Grass,R32,2,64,(1)Federer d. Jan Lennard Struff [GER],6-3 7-5 6-2,(ch),2.22,58.60%,42.00%,11.00%,33.90%,52.30%,4/14,1:34
Federer,2‑Jul‑2018,Wimbledon,Grass,R64,2,73,(1)Federer d. Lukas Lacko [SVK],6-4 6-4 6-1,(ch),2.94,60.30%,43.30%,6.70%,34.00%,56.80%,5/9,1:30
Federer,2‑Jul‑2018,Wimbledon,Grass,R128,2,58,(1)Federer d. Dusan Lajovic [SRB],6-1 6-3 6-4,(ch),2.66,61.90%,46.40%,0.00%,40.70%,60.00%,5/11,1:19
Federer,15‑Jan‑2018,Australian Open,Hard,F,2,6,(2)Federer d. (6)Marin Cilic [CRO],6-2 6-7(5) 6-3 3-6 6-1,(ch),1.31,54.30%,37.60%,11.30%,30.70%,49.10%,6/13,3:03
Federer,15‑Jan‑2018,Australian Open,Hard,SF,2,58,(2)Federer d. Hyeon Chung [KOR],6-1 5-2 RET,(ch),2.69,63.30%,50.90%,1.90%,43.30%,60.90%,4/11,1:02
Federer,15‑Jan‑2018,Australian Open,Hard,QF,2,20,(2)Federer d. (19)Tomas Berdych [CZE],7-6(1) 6-3 6-4,(ch),1.36,55.30%,38.30%,4.30%,30.20%,48.80%,4/8,2:14
Federer,15‑Jan‑2018,Australian Open,Hard,R16,2,80,(2)Federer d. Marton Fucsovics [HUN],6-4 7-6(3) 6-2,(ch),2.02,57.10%,39.80%,4.60%,33.30%,47.10%,3/10,2:01
Federer,15‑Jan‑2018,Australian Open,Hard,R32,2,31,(2)Federer d. (29)Richard Gasquet [FRA],6-2 7-5 6-4,(ch),1.25,54.30%,41.10%,3.30%,32.80%,58.60%,5/8,1:59
Federer,15‑Jan‑2018,Australian Open,Hard,R64,2,55,(2)Federer d. Jan Lennard Struff [GER],6-4 6-4 7-6(4),(ch),1.52,54.80%,36.40%,6.50%,24.10%,49.10%,3/11,1:55
Federer,15‑Jan‑2018,Australian Open,Hard,R128,2,51,(2)Federer d. Aljaz Bedene [SLO],6-3 6-4 6-3,(ch),1.51,56.10%,41.10%,2.20%,30.00%,55.00%,4/13,1:39
Federer,28‑Aug‑2017,US Open,Hard,QF,3,28,(24)Juan Martin Del Potro [ARG] d. (3)Federer,7-5 3-6 7-6(8) 6-4,(ch),0.85,48.80%,28.60%,10.10%,18.80%,48.70%,2/3,2:50
Federer,28‑Aug‑2017,US Open,Hard,R16,3,37,(3)Federer d. (33)Philipp Kohlschreiber [GER],6-4 6-2 7-5,,2.34,59.10%,40.60%,4.20%,32.70%,51.20%,4/7,1:49
Federer,28‑Aug‑2017,US Open,Hard,R32,3,35,(3)Federer d. (31)Feliciano Lopez [ESP],6-3 6-3 7-5,,1.48,56.00%,40.70%,9.90%,22.40%,61.90%,5/12,1:46
Federer,28‑Aug‑2017,US Open,Hard,R64,3,101,(3)Federer d. Mikhail Youzhny [RUS],6-1 6-7(3) 4-6 6-4 6-2,,1.39,54.90%,44.60%,2.80%,37.60%,55.90%,8/16,3:08
Federer,28‑Aug‑2017,US Open,Hard,R128,3,70,(3)Federer d. Frances Tiafoe [USA],4-6 6-2 6-1 1-6 6-4,,1.22,52.40%,39.90%,3.60%,32.40%,47.80%,6/13,2:37
Federer,3‑Jul‑2017,Wimbledon,Grass,F,5,6,(3)Federer d. (7)Marin Cilic [CRO],6-3 6-1 6-4,(ch),2.13,60.00%,45.60%,5.60%,35.20%,61.10%,5/10,1:41
Federer,3‑Jul‑2017,Wimbledon,Grass,SF,5,15,(3)Federer d. (11)Tomas Berdych [CZE],7-6(4) 7-6(4) 6-4,(ch),1.51,54.10%,35.90%,7.00%,31.60%,42.90%,2/9,2:18
Federer,3‑Jul‑2017,Wimbledon,Grass,QF,5,7,(3)Federer d. (6)Milos Raonic [CAN],6-4 6-2 7-6(4),(ch),1.71,56.80%,36.50%,11.50%,28.60%,57.70%,3/6,1:57
Federer,3‑Jul‑2017,Wimbledon,Grass,R16,5,11,(3)Federer d. (13)Grigor Dimitrov [BUL],6-4 6-2 6-4,(ch),1.69,57.20%,42.90%,7.70%,35.10%,55.90%,5/10,1:37
Federer,3‑Jul‑2017,Wimbledon,Grass,R32,5,30,(3)Federer d. (27)Mischa Zverev [GER],7-6(3) 6-4 6-4,,1.68,55.80%,36.30%,5.90%,28.60%,48.70%,3/6,1:49
Federer,3‑Jul‑2017,Wimbledon,Grass,R64,5,79,(3)Federer d. Dusan Lajovic [SRB],7-6(0) 6-3 6-2,,2.09,59.40%,40.20%,3.40%,42.90%,35.50%,4/11,1:30
Federer,3‑Jul‑2017,Wimbledon,Grass,R128,5,84,(3)Federer d. Alexandr Dolgopolov [UKR],6-3 3-0 RET,,1.64,58.10%,50.00%,4.00%,43.50%,55.60%,3/9,0:42
Federer,16‑Jan‑2017,Australian Open,Hard,F,17,9,(17)Federer d. (9)Rafael Nadal [ESP],6-4 3-6 6-1 3-6 6-3,(ch),1.15,51.90%,39.10%,2.60%,37.30%,43.90%,6/20,3:37
Federer,16‑Jan‑2017,Australian Open,Hard,SF,17,4,(17)Federer d. (4)Stan Wawrinka [SUI],7-5 6-3 1-6 4-6 6-3,(ch),1.04,51.10%,34.80%,7.40%,37.10%,30.40%,4/9,3:04
Federer,16‑Jan‑2017,Australian Open,Hard,QF,17,50,(17)Federer d. Mischa Zverev [GER],6-1 7-5 6-2,(ch),1.5,56.80%,47.40%,5.20%,47.20%,48.00%,6/15,1:32
Federer,16‑Jan‑2017,Australian Open,Hard,R16,17,5,(17)Federer d. (5)Kei Nishikori [JPN],6-7(4) 6-4 6-1 4-6 6-3,(ch),1.34,54.50%,40.90%,3.00%,31.80%,57.90%,7/18,3:23
Federer,16‑Jan‑2017,Australian Open,Hard,R32,17,10,(17)Federer d. (10)Tomas Berdych [CZE],6-2 6-4 6-4,(ch),1.79,56.30%,35.80%,16.00%,15.70%,70.00%,4/5,1:30
Federer,16‑Jan‑2017,Australian Open,Hard,R64,17,200,(17)Federer d. (Q)Noah Rubin [USA],7-5 6-3 7-6(3),,1.3,55.10%,37.30%,2.00%,36.80%,37.80%,3/8,2:03
Federer,16‑Jan‑2017,Australian Open,Hard,R128,17,300,(17)Federer d. (Q)Jurgen Melzer [AUT],7-5 3-6 6-2 6-2,,1.42,56.10%,44.10%,3.60%,43.40%,46.40%,7/9,2:05
Federer,27‑Jun‑2016,Wimbledon,Grass,SF,3,7,(6)Milos Raonic [CAN] d. (3)Federer,6-3 6-7(3) 4-6 7-5 6-3,(ch),0.96,48.90%,28.70%,13.80%,16.80%,53.70%,1/9,3:24
Federer,27‑Jun‑2016,Wimbledon,Grass,QF,3,13,(3)Federer d. (9)Marin Cilic [CRO],6-7(4) 4-6 6-3 7-6(9) 6-3,(ch),1.06,51.20%,30.10%,14.10%,18.30%,45.70%,2/9,3:17
Federer,27‑Jun‑2016,Wimbledon,Grass,R16,3,29,(3)Federer d. Steve Johnson [USA],6-2 6-3 7-5,,1.72,58.20%,45.50%,7.90%,38.50%,58.30%,5/10,1:36
Federer,27‑Jun‑2016,Wimbledon,Grass,R32,3,91,(3)Federer d. Daniel Evans [GBR],6-4 6-2 6-2,,2.09,60.90%,50.00%,0.00%,51.90%,47.50%,6/15,1:26
Federer,27‑Jun‑2016,Wimbledon,Grass,R64,3,772,(3)Federer d. (Q)Marcus Willis [GBR],6-0 6-3 6-4,(ch),1.71,58.30%,44.60%,10.80%,36.00%,57.60%,5/12,1:24
Federer,27‑Jun‑2016,Wimbledon,Grass,R128,3,52,(3)Federer d. Guido Pella [ARG],7-6(5) 7-6(3) 6-3,,1.84,55.40%,35.30%,4.20%,33.30%,38.60%,1/9,2:05
Federer,18‑Jan‑2016,Australian Open,Hard,SF,3,1,(1)Novak Djokovic [SRB] d. (3)Federer,6-1 6-2 3-6 6-3,(ch),0.61,41.60%,26.80%,10.30%,23.10%,34.40%,1/4,2:19
Federer,18‑Jan‑2016,Australian Open,Hard,QF,3,6,(3)Federer d. (6)Tomas Berdych [CZE],7-6 6-2 6-4,(ch),1.5,55.10%,41.40%,8.10%,31.70%,52.90%,5/10,2:16
Federer,18‑Jan‑2016,Australian Open,Hard,R16,3,16,(3)Federer d. (15)David Goffin [BEL],6-2 6-1 6-4,,2.1,60.70%,47.00%,6.00%,34.50%,71.40%,6/13,1:28
Federer,18‑Jan‑2016,Australian Open,Hard,R32,3,28,(3)Federer d. (27)Grigor Dimitrov [BUL],6-4 3-6 6-1 6-4,,1.26,53.40%,40.50%,6.30%,36.80%,46.00%,4/15,2:40
Federer,18‑Jan‑2016,Australian Open,Hard,R64,3,35,(3)Federer d. Alexandr Dolgopolov [UKR],6-3 7-5 6-1,(ch),2.04,59.20%,45.40%,3.10%,36.40%,57.10%,5/13,1:33
Federer,18‑Jan‑2016,Australian Open,Hard,R128,3,118,(3)Federer d. Nikoloz Basilashvili [GEO],6-2 6-1 6-2,,2.24,64.50%,55.90%,2.90%,47.70%,70.80%,8/14,1:12
Federer,31‑Aug‑2015,US Open,Hard,F,2,1,(1)Novak Djokovic [SRB] d. (2)Federer,6-4 5-7 6-4 6-4,(ch),1.02,49.70%,38.70%,1.90%,34.40%,45.80%,4/23,3:20
Federer,31‑Aug‑2015,US Open,Hard,SF,2,5,(2)Federer d. (5)Stan Wawrinka [SUI],6-4 6-3 6-1,(ch),1.78,60.00%,46.20%,7.70%,42.10%,50.00%,5/11,
Federer,31‑Aug‑2015,US Open,Hard,QF,2,12,(2)Federer d. (12)Richard Gasquet [FRA],6-3 6-3 6-1,(ch),2.04,61.50%,46.60%,1.40%,38.60%,58.60%,5/13,
Federer,31‑Aug‑2015,US Open,Hard,R16,2,13,(2)Federer d. (13)John Isner [USA],7-6(0) 7-6(6) 7-5,(ch),1.67,55.30%,36.10%,12.80%,30.80%,47.60%,1/10,
Federer,31‑Aug‑2015,US Open,Hard,R32,2,29,(2)Federer d. (29)Philipp Kohlschreiber [GER],6-3 6-4 6-4,(ch),1.03,51.60%,36.10%,1.40%,29.50%,46.40%,5/8,
Federer,31‑Aug‑2015,US Open,Hard,R64,2,66,(2)Federer d. Steve Darcis [BEL],6-1 6-2 6-1,(ch),2.29,63.10%,52.50%,2.50%,46.50%,59.50%,7/19,
Federer,31‑Aug‑2015,US Open,Hard,R128,2,34,(2)Federer d. Leonardo Mayer [ARG],6-1 6-2 6-2,(ch),2.06,62.50%,50.00%,1.40%,47.50%,53.30%,6/9,
Federer,29‑Jun‑2015,Wimbledon,Grass,F,2,1,(1)Novak Djokovic [SRB] d. (2)Federer,7-6(1) 6-7(10) 6-4 6-3,(ch),0.91,48.30%,31.00%,9.00%,26.30%,40.00%,1/7,2:56
Federer,29‑Jun‑2015,Wimbledon,Grass,SF,2,3,(2)Federer d. (3)Andy Murray [GBR],7-5 7-5 6-4,(ch),1.5,54.00%,34.60%,11.20%,29.10%,50.00%,3/10,
Federer,29‑Jun‑2015,Wimbledon,Grass,QF,2,13,(2)Federer d. (12)Gilles Simon [FRA],6-3 7-5 6-2,(ch),1.66,57.60%,42.20%,1.20%,39.60%,45.70%,5/8,
Federer,29‑Jun‑2015,Wimbledon,Grass,R16,2,22,(2)Federer d. (20)Roberto Bautista Agut [ESP],6-2 6-2 6-3,,3.25,62.10%,46.40%,2.40%,46.40%,46.40%,6/13,
Federer,29‑Jun‑2015,Wimbledon,Grass,R32,2,69,(2)Federer d. Samuel Groth [AUS],6-4 6-4 6-7(5) 6-2,(ch),1.87,55.90%,34.60%,16.20%,27.40%,47.80%,4/8,
Federer,29‑Jun‑2015,Wimbledon,Grass,R64,2,36,(2)Federer d. Sam Querrey [USA],6-4 6-2 6-2,(ch),1.49,56.40%,40.50%,8.90%,28.90%,55.90%,5/12,
Federer,29‑Jun‑2015,Wimbledon,Grass,R128,2,88,(2)Federer d. Damir Dzumhur [BIH],6-1 6-3 6-3,(ch),2.63,64.70%,49.30%,2.90%,34.10%,71.40%,5/10,
Federer,24‑May‑2015,Roland Garros,Clay,QF,2,9,(8)Stan Wawrinka [SUI] d. (2)Federer,6-4 6-3 7-6(4),(ch),0.65,45.60%,23.90%,4.30%,12.00%,38.10%,0/4,2:09
Federer,24‑May‑2015,Roland Garros,Clay,R16,2,14,(2)Federer d. (13)Gael Monfils [FRA],6-3 4-6 6-4 6-1,(ch),1.48,55.90%,44.30%,4.90%,38.20%,54.30%,6/13,2:10
Federer,24‑May‑2015,Roland Garros,Clay,R32,2,88,(2)Federer d. Damir Dzumhur [BIH],6-4 6-3 6-2,(ch),1.39,56.40%,45.70%,3.70%,43.90%,50.00%,6/8,1:28
Federer,24‑May‑2015,Roland Garros,Clay,R64,2,57,(2)Federer d. Marcel Granollers [ESP],6-2 7-6(1) 6-3,,2.02,59.60%,44.70%,2.10%,38.70%,56.30%,5/8,1:47
Federer,24‑May‑2015,Roland Garros,Clay,R128,2,109,(2)Federer d. (LL)Alejandro Falla [COL],6-3 6-3 6-4,,1.59,55.30%,41.30%,1.80%,35.10%,54.30%,4/16,1:50
Federer,19‑Jan‑2015,Australian Open,Hard,R32,2,46,Andreas Seppi [ITA] d. (2)Federer,6-4 7-6(5) 4-6 7-6(5),(ch),1.06,50.20%,34.40%,2.60%,22.10%,50.80%,3/10,2:57
Federer,19‑Jan‑2015,Australian Open,Hard,R64,2,48,(2)Federer d. Simone Bolelli [ITA],3-6 6-3 6-2 6-2,(ch),1.73,57.20%,41.30%,7.30%,36.80%,46.20%,5/11,2:09
Federer,19‑Jan‑2015,Australian Open,Hard,R128,2,47,(2)Federer d. Yen Hsun Lu [TPE],6-4 6-2 7-5,(ch),1.9,58.30%,41.20%,1.00%,38.60%,45.00%,4/14,1:53
Federer,25‑Aug‑2014,US Open,Hard,SF,3,16,(14)Marin Cilic [CRO] d. (2)Federer,6-3 6-4 6-4,(ch),0.71,44.80%,27.20%,16.00%,13.30%,44.40%,1/2,1:45
Federer,25‑Aug‑2014,US Open,Hard,QF,3,24,(2)Federer d. (20)Gael Monfils [FRA],4-6 3-6 6-4 7-5 6-2,(ch),1.24,53.60%,40.10%,3.80%,34.30%,50.00%,6/13,3:20
Federer,25‑Aug‑2014,US Open,Hard,R16,3,19,(2)Federer d. (17)Roberto Bautista Agut [ESP],6-4 6-3 6-2,,1.44,56.60%,48.00%,2.00%,41.50%,59.50%,6/13,1:56
Federer,25‑Aug‑2014,US Open,Hard,R32,3,42,(2)Federer d. Marcel Granollers [ESP],4-6 6-1 6-1 6-1,,1.5,58.30%,51.50%,5.10%,46.40%,58.10%,9/20,1:58
Federer,25‑Aug‑2014,US Open,Hard,R64,3,104,(2)Federer d. Samuel Groth [AUS],6-4 6-4 6-4,,1.51,55.30%,44.00%,8.30%,40.60%,50.00%,5/11,1:48
Federer,25‑Aug‑2014,US Open,Hard,R128,3,76,(2)Federer d. Marinko Matosevic [AUS],6-3 6-4 7-6(4),(ch),1.91,57.00%,41.70%,3.30%,38.00%,46.90%,3/14,2:07
Federer,23‑Jun‑2014,Wimbledon,Grass,F,4,2,(1)Novak Djokovic [SRB] d. (4)Federer,6-7(7) 6-4 7-6(4) 5-7 6-4,(ch),0.9,49.20%,29.90%,7.50%,26.90%,34.80%,3/7,3:56
Federer,23‑Jun‑2014,Wimbledon,Grass,SF,4,9,(4)Federer d. (8)Milos Raonic [CAN],6-4 6-4 6-4,(ch),1.4,54.30%,33.30%,20.20%,19.60%,50.00%,3/7,1:41
Federer,23‑Jun‑2014,Wimbledon,Grass,QF,4,3,(4)Federer d. (5)Stan Wawrinka [SUI],3-6 7-6(5) 6-4 6-4,(ch),1.19,51.90%,29.00%,7.30%,23.00%,38.00%,2/7,2:33
Federer,23‑Jun‑2014,Wimbledon,Grass,R16,4,22,(4)Federer d. (23)Tommy Robredo [ESP],6-1 6-4 6-4,,2.34,61.10%,43.70%,3.40%,41.00%,50.00%,4/13,1:34
Federer,23‑Jun‑2014,Wimbledon,Grass,R32,4,35,(4)Federer d. Santiago Giraldo [COL],6-3 6-1 6-3,,1.81,59.50%,47.10%,0.00%,39.30%,66.70%,5/9,1:21
