Player,Date,Tournament,Surface,Rd,Rk,vRk,,Score,More,DR,TPW,RPW,vA%,v1st%,v2nd%,BPCnv,Time
Nadal,27‑May‑2019,Roland Garros,Clay,F,2,4,(2)Nadal d. (4)Dominic Thiem [AUT],6-3 5-7 6-1 6-1,(ch),1.52,58.60%,44.60%,7.60%,42.20%,50.00%,7/13,3:01
Nadal,27‑May‑2019,Roland Garros,Clay,SF,2,3,(2)Nadal d. (3)Roger Federer [SUI],6-3 6-4 6-2,(ch),1.39,56.40%,47.30%,3.20%,38.20%,60.50%,6/16,2:25
Nadal,27‑May‑2019,Roland Garros,Clay,QF,2,7,(2)Nadal d. (7)Kei Nishikori [JPN],6-1 6-1 6-3,,1.78,61.50%,54.10%,2.70%,55.60%,50.00%,7/11,1:51
Nadal,27‑May‑2019,Roland Garros,Clay,R16,2,78,(2)Nadal d. Juan Ignacio Londero [ARG],6-2 6-3 6-3,,1.57,58.20%,47.60%,4.90%,36.20%,62.90%,6/12,2:13
Nadal,27‑May‑2019,Roland Garros,Clay,R32,2,29,(2)Nadal d. (27)David Goffin [BEL],6-1 6-3 4-6 6-3,,1.64,57.20%,41.00%,2.90%,36.50%,47.60%,5/10,2:49
Nadal,27‑May‑2019,Roland Garros,Clay,R64,2,114,(2)Nadal d. (Q)Yannick Maden [GER],6-1 6-2 6-4,,1.77,61.60%,54.10%,1.40%,42.60%,74.10%,7/11,2:09
Nadal,27‑May‑2019,Roland Garros,Clay,R128,2,180,(2)Nadal d. (Q)Yannick Hanfmann [GER],6-2 6-1 6-3,,2.12,61.80%,50.00%,2.40%,43.80%,58.30%,6/10,1:57
Nadal,14‑Jan‑2019,Australian Open,Hard,F,2,1,(1)Novak Djokovic [SRB] d. (2)Nadal,6-3 6-2 6-3,(ch),0.42,37.30%,18.80%,11.60%,20.00%,15.80%,0/1,2:04
Nadal,14‑Jan‑2019,Australian Open,Hard,SF,2,15,(2)Nadal d. (14)Stefanos Tsitsipas [GRE],6-2 6-4 6-0,(ch),2.35,62.70%,46.20%,7.70%,35.60%,70.00%,6/11,1:46
Nadal,14‑Jan‑2019,Australian Open,Hard,QF,2,39,(2)Nadal d. Frances Tiafoe [USA],6-3 6-4 6-2,(ch),1.76,59.10%,38.90%,18.10%,29.60%,66.70%,4/8,1:47
Nadal,14‑Jan‑2019,Australian Open,Hard,R16,2,57,(2)Nadal d. Tomas Berdych [CZE],6-0 6-1 7-6(4),,1.77,59.70%,43.60%,6.40%,29.70%,56.10%,5/13,2:05
Nadal,14‑Jan‑2019,Australian Open,Hard,R32,2,29,(2)Nadal d. (27)Alex De Minaur [AUS],6-1 6-2 6-4,,1.57,58.00%,46.80%,3.20%,37.00%,60.00%,5/13,2:22
Nadal,14‑Jan‑2019,Australian Open,Hard,R64,2,48,(2)Nadal d. Matthew Ebden [AUS],6-3 6-2 6-2,,1.67,59.60%,45.30%,9.30%,34.00%,68.00%,5/9,1:56
Nadal,14‑Jan‑2019,Australian Open,Hard,R128,2,237,(2)Nadal d. (WC)James Duckworth [AUS],6-4 6-3 7-5,,1.49,55.70%,45.90%,10.80%,35.50%,59.20%,6/12,2:15
Nadal,27‑Aug‑2018,US Open,Hard,SF,1,3,(3)Juan Martin Del Potro [ARG] d. (1)Nadal,7-6(3) 6-2 RET,(ch),0.79,45.60%,35.40%,3.10%,30.20%,45.50%,2/2,2:01
Nadal,27‑Aug‑2018,US Open,Hard,QF,1,9,(1)Nadal d. (9)Dominic Thiem [AUT],0-6 6-4 7-5 6-7(4) 7-6(5),(ch),0.97,49.30%,35.30%,10.60%,28.60%,44.40%,5/17,4:49
Nadal,27‑Aug‑2018,US Open,Hard,R16,1,37,(1)Nadal d. Nikoloz Basilashvili [GEO],6-3 6-3 6-7(6) 6-4,(ch),1.32,54.10%,39.10%,6.30%,30.60%,50.00%,6/16,3:19
Nadal,27‑Aug‑2018,US Open,Hard,R32,1,26,(1)Nadal d. (27)Karen Khachanov [RUS],5-7 7-5 7-6(7) 7-6(3),(ch),1.14,50.90%,37.40%,12.60%,30.20%,51.70%,5/13,4:23
Nadal,27‑Aug‑2018,US Open,Hard,R64,1,88,(1)Nadal d. Vasek Pospisil [CAN],6-3 6-4 6-2,,1.75,60.00%,44.30%,17.10%,39.50%,50.00%,5/7,2:00
Nadal,27‑Aug‑2018,US Open,Hard,R128,1,148,(1)Nadal d. David Ferrer [ESP],6-3 3-4 RET,,1.25,53.90%,47.40%,1.80%,45.90%,50.00%,3/6,1:23
Nadal,2‑Jul‑2018,Wimbledon,Grass,SF,1,21,(12)Novak Djokovic [SRB] d. (2)Nadal,6-4 3-6 7-6(9) 3-6 10-8,(ch),0.89,49.50%,32.40%,13.10%,24.00%,52.90%,4/11,5:15
Nadal,2‑Jul‑2018,Wimbledon,Grass,QF,1,4,(2)Nadal d. (5)Juan Martin Del Potro [ARG],7-5 6-7(7) 4-6 6-4 6-4,(ch),1.16,51.90%,34.30%,18.90%,22.50%,54.70%,4/10,4:48
Nadal,2‑Jul‑2018,Wimbledon,Grass,R16,1,93,(2)Nadal d. Jiri Vesely [CZE],6-3 6-3 6-4,,1.84,58.60%,42.90%,9.50%,41.50%,45.20%,5/8,1:53
Nadal,2‑Jul‑2018,Wimbledon,Grass,R32,1,80,(2)Nadal d. Alex De Minaur [AUS],6-1 6-2 6-4,,1.77,59.50%,44.20%,10.40%,39.50%,50.00%,5/12,2:02
Nadal,2‑Jul‑2018,Wimbledon,Grass,R64,1,77,(2)Nadal d. Mikhail Kukushkin [KAZ],6-4 6-3 6-4,,1.29,55.50%,43.30%,3.30%,41.50%,48.00%,5/13,2:23
Nadal,2‑Jul‑2018,Wimbledon,Grass,R128,1,127,(2)Nadal d. Dudi Sela [ISR],6-3 6-3 6-2,,1.72,59.40%,47.60%,6.00%,37.50%,61.10%,6/14,1:50
Nadal,28‑May‑2018,Roland Garros,Clay,F,1,8,(1)Nadal d. (7)Dominic Thiem [AUT],6-4 6-3 6-2,(ch),1.57,57.10%,46.10%,6.90%,32.20%,65.10%,5/17,2:42
Nadal,28‑May‑2018,Roland Garros,Clay,SF,1,6,(1)Nadal d. (5)Juan Martin Del Potro [ARG],6-4 6-1 6-2,(ch),1.48,58.80%,44.60%,3.10%,42.90%,50.00%,5/9,2:14
Nadal,28‑May‑2018,Roland Garros,Clay,QF,1,12,(1)Nadal d. (11)Diego Schwartzman [ARG],4-6 6-3 6-2 6-2,,1.26,55.50%,52.50%,0.80%,44.90%,63.30%,9/18,3:42
Nadal,28‑May‑2018,Roland Garros,Clay,R16,1,70,(1)Nadal d. Maximilian Marterer [GER],6-3 6-2 7-6(4),,1.4,56.50%,46.20%,2.20%,47.60%,43.30%,5/10,2:30
Nadal,28‑May‑2018,Roland Garros,Clay,R32,1,32,(1)Nadal d. (27)Richard Gasquet [FRA],6-3 6-2 6-2,,2.4,62.00%,49.40%,9.20%,41.70%,59.00%,6/9,1:58
Nadal,28‑May‑2018,Roland Garros,Clay,R64,1,78,(1)Nadal d. Guido Pella [ARG],6-2 6-1 6-1,,2.24,61.80%,52.20%,8.70%,34.00%,73.80%,7/20,2:03
Nadal,28‑May‑2018,Roland Garros,Clay,R128,1,129,(1)Nadal d. (LL)Simone Bolelli [ITA],6-4 6-3 7-6(9),,1.31,55.10%,42.10%,1.90%,43.90%,36.00%,4/10,2:57
Nadal,15‑Jan‑2018,Australian Open,Hard,QF,1,6,(6)Marin Cilic [CRO] d. (1)Nadal,3-6 6-3 6-7(5) 6-2 2-0 RET,(ch),0.86,48.00%,35.50%,14.50%,22.60%,62.20%,2/10,3:47
Nadal,15‑Jan‑2018,Australian Open,Hard,R16,1,26,(1)Nadal d. (24)Diego Schwartzman [ARG],6-3 6-7(4) 6-3 6-3,,1.16,52.90%,43.50%,8.20%,32.90%,55.90%,7/18,3:51
Nadal,15‑Jan‑2018,Australian Open,Hard,R32,1,30,(1)Nadal d. (28)Damir Dzumhur [BIH],6-1 6-3 6-1,,1.7,61.70%,56.00%,6.70%,45.00%,68.60%,7/16,1:50
Nadal,15‑Jan‑2018,Australian Open,Hard,R64,1,52,(1)Nadal d. Leonardo Mayer [ARG],6-3 6-4 7-6(4),,1.55,55.70%,39.40%,13.80%,31.00%,55.30%,3/12,2:38
Nadal,15‑Jan‑2018,Australian Open,Hard,R128,1,79,(1)Nadal d. Victor Estrella [DOM],6-1 6-1 6-1,(ch),2.35,67.70%,60.70%,1.60%,52.50%,76.20%,8/12,1:34
Nadal,28‑Aug‑2017,US Open,Hard,F,1,32,(1)Nadal d. (28)Kevin Anderson [RSA],6-3 6-3 6-4,(ch),2,56.70%,41.70%,9.30%,26.60%,63.60%,4/9,2:27
Nadal,28‑Aug‑2017,US Open,Hard,SF,1,28,(1)Nadal d. (24)Juan Martin Del Potro [ARG],4-6 6-0 6-3 6-2,(ch),1.77,58.90%,43.20%,7.40%,28.60%,71.90%,6/13,2:30
Nadal,28‑Aug‑2017,US Open,Hard,QF,1,53,(1)Nadal d. Andrey Rublev [RUS],6-1 6-2 6-2,,2.16,63.40%,54.90%,1.20%,45.10%,71.00%,7/18,1:36
Nadal,28‑Aug‑2017,US Open,Hard,R16,1,64,(1)Nadal d. Alexandr Dolgopolov [UKR],6-2 6-4 6-1,,2.32,59.70%,44.20%,8.10%,35.30%,57.10%,6/13,1:41
Nadal,28‑Aug‑2017,US Open,Hard,R32,1,59,(1)Nadal d. (LL)Leonardo Mayer [ARG],6-7(3) 6-3 6-1 6-4,,1.44,53.80%,41.10%,7.90%,40.00%,42.90%,6/25,3:15
Nadal,28‑Aug‑2017,US Open,Hard,R64,1,121,(1)Nadal d. Taro Daniel [JPN],4-6 6-3 6-2 6-2,,1.44,56.30%,44.90%,2.50%,38.70%,55.80%,6/11,2:53
Nadal,28‑Aug‑2017,US Open,Hard,R128,1,85,(1)Nadal d. Dusan Lajovic [SRB],7-6(6) 6-2 6-2,(ch),1.31,55.90%,46.70%,1.10%,46.20%,48.00%,6/11,2:16
Nadal,3‑Jul‑2017,Wimbledon,Grass,R16,2,26,(16)Gilles Muller [LUX] d. (4)Nadal,6-3 6-4 3-6 4-6 15-13,(ch),1.21,50.90%,32.10%,14.20%,20.30%,51.90%,2/16,4:48
Nadal,3‑Jul‑2017,Wimbledon,Grass,R32,2,34,(4)Nadal d. (30)Karen Khachanov [RUS],6-1 6-4 7-6(3),,1.57,56.90%,41.70%,12.60%,31.00%,65.60%,4/15,2:14
Nadal,3‑Jul‑2017,Wimbledon,Grass,R64,2,43,(4)Nadal d. Donald Young [USA],6-4 6-2 7-5,,1.6,56.60%,43.30%,7.70%,33.80%,61.10%,5/9,2:11
Nadal,3‑Jul‑2017,Wimbledon,Grass,R128,2,137,(4)Nadal d. John Millman [AUS],6-1 6-3 6-2,,1.73,61.10%,54.40%,6.30%,51.10%,58.80%,8/13,1:45
Nadal,29‑May‑2017,Roland Garros,Clay,F,4,3,(4)Nadal d. (3)Stan Wawrinka [SUI],6-2 6-3 6-1,(ch),2.22,62.30%,51.20%,1.20%,48.00%,55.60%,6/13,2:05
Nadal,29‑May‑2017,Roland Garros,Clay,SF,4,7,(4)Nadal d. (6)Dominic Thiem [AUT],6-3 6-4 6-0,(ch),1.83,60.60%,49.40%,3.70%,37.20%,63.20%,6/10,2:07
Nadal,29‑May‑2017,Roland Garros,Clay,QF,4,21,(4)Nadal d. (20)Pablo Carreno Busta [ESP],6-2 2-0 RET,,1.55,63.00%,71.40%,0.00%,63.60%,100.00%,5/5,0:51
Nadal,29‑May‑2017,Roland Garros,Clay,R16,4,18,(4)Nadal d. (17)Roberto Bautista Agut [ESP],6-1 6-2 6-2,,1.79,61.10%,52.60%,0.00%,48.30%,66.70%,7/18,1:50
Nadal,29‑May‑2017,Roland Garros,Clay,R32,4,63,(4)Nadal d. Nikoloz Basilashvili [GEO],6-0 6-1 6-0,,2.79,69.50%,63.10%,1.50%,60.40%,70.60%,8/16,1:30
Nadal,29‑May‑2017,Roland Garros,Clay,R64,4,46,(4)Nadal d. Robin Haase [NED],6-1 6-4 6-3,,2,58.90%,42.50%,7.50%,37.30%,51.70%,5/10,1:49
Nadal,29‑May‑2017,Roland Garros,Clay,R128,4,45,(4)Nadal d. Benoit Paire [FRA],6-1 6-4 6-1,,1.76,61.50%,56.10%,0.00%,50.00%,61.90%,8/18,1:52
Nadal,16‑Jan‑2017,Australian Open,Hard,F,9,17,(17)Roger Federer [SUI] d. (9)Nadal,6-4 3-6 6-1 3-6 6-3,(ch),0.87,48.10%,34.10%,14.50%,23.50%,50.90%,4/17,3:37
Nadal,16‑Jan‑2017,Australian Open,Hard,SF,9,15,(9)Nadal d. (15)Grigor Dimitrov [BUL],6-3 5-7 7-6(5) 6-7(4) 6-4,(ch),1.05,51.00%,36.50%,11.00%,29.80%,50.90%,5/13,4:56
Nadal,16‑Jan‑2017,Australian Open,Hard,QF,9,3,(9)Nadal d. (3)Milos Raonic [CAN],6-4 7-6(7) 6-4,(ch),1.42,55.20%,36.40%,13.10%,32.40%,44.40%,2/3,2:44
Nadal,16‑Jan‑2017,Australian Open,Hard,R16,9,6,(9)Nadal d. (6)Gael Monfils [FRA],6-3 6-3 4-6 6-4,,1.4,54.50%,43.10%,11.50%,34.20%,55.60%,6/17,2:55
Nadal,16‑Jan‑2017,Australian Open,Hard,R32,9,24,(9)Nadal d. (24)Alexander Zverev [GER],4-6 6-3 6-7(5) 6-3 6-2,(ch),1.32,53.70%,39.50%,11.00%,28.70%,57.80%,5/16,4:05
Nadal,16‑Jan‑2017,Australian Open,Hard,R64,9,36,(9)Nadal d. Marcos Baghdatis [CYP],6-3 6-1 6-3,,1.67,59.00%,50.00%,7.10%,37.70%,64.40%,6/16,2:12
Nadal,16‑Jan‑2017,Australian Open,Hard,R128,9,49,(9)Nadal d. Florian Mayer [GER],6-3 6-4 6-4,,1.82,55.60%,38.20%,6.90%,37.90%,38.90%,3/12,2:04
Nadal,29‑Aug‑2016,US Open,Hard,R16,5,25,(24)Lucas Pouille [FRA] d. (4)Nadal,6-1 2-6 6-4 3-6 7-6(6),(ch),1.03,50.00%,38.30%,6.80%,33.80%,42.00%,5/11,4:06
Nadal,29‑Aug‑2016,US Open,Hard,R32,5,47,(4)Nadal d. Andrey Kuznetsov [RUS],6-1 6-4 6-2,,1.42,57.90%,51.90%,5.20%,39.50%,64.10%,7/15,1:58
Nadal,29‑Aug‑2016,US Open,Hard,R64,5,87,(4)Nadal d. Andreas Seppi [ITA],6-0 7-5 6-1,,1.54,60.00%,57.00%,3.80%,41.70%,69.80%,8/12,2:17
Nadal,29‑Aug‑2016,US Open,Hard,R128,5,107,(4)Nadal d. Denis Istomin [UZB],6-1 6-4 6-2,,1.56,58.60%,49.40%,3.70%,39.20%,66.70%,7/12,2:06
Nadal,23‑May‑2016,Roland Garros,Clay,R32,5,56,Marcel Granollers [ESP] d. (4)Nadal,W/O,,,,,,,,,
Nadal,23‑May‑2016,Roland Garros,Clay,R64,5,99,(4)Nadal d. Facundo Bagnis [ARG],6-3 6-0 6-3,,1.64,60.40%,54.50%,2.60%,54.00%,55.60%,8/10,1:44
Nadal,23‑May‑2016,Roland Garros,Clay,R128,5,100,(4)Nadal d. Samuel Groth [AUS],6-1 6-1 6-1,,5.29,69.60%,58.80%,12.50%,43.50%,79.40%,8/14,1:20
Nadal,18‑Jan‑2016,Australian Open,Hard,R128,5,45,Fernando Verdasco [ESP] d. (5)Nadal,7-6 4-6 3-6 7-6 6-2,(ch),1.02,49.70%,38.50%,10.40%,28.00%,55.40%,6/16,4:41
Nadal,31‑Aug‑2015,US Open,Hard,R32,8,32,(32)Fabio Fognini [ITA] d. (8)Nadal,3-6 4-6 6-4 6-3 6-4,(ch),1.02,49.70%,43.10%,1.20%,37.30%,52.30%,8/19,
Nadal,31‑Aug‑2015,US Open,Hard,R64,8,74,(8)Nadal d. Diego Schwartzman [ARG],7-6(5) 6-3 7-5,(ch),1.46,56.20%,47.20%,2.40%,41.90%,55.10%,6/12,
Nadal,31‑Aug‑2015,US Open,Hard,R128,8,33,(8)Nadal d. Borna Coric [CRO],6-3 6-2 4-6 6-4,,1.45,55.90%,39.20%,8.80%,38.90%,39.60%,5/7,
Nadal,29‑Jun‑2015,Wimbledon,Grass,R64,10,102,(Q)Dustin Brown [GER] d. (10)Nadal,7-5 3-6 6-4 6-4,(ch),0.82,47.40%,31.10%,10.90%,22.80%,47.50%,3/5,
Nadal,29‑Jun‑2015,Wimbledon,Grass,R128,10,42,(10)Nadal d. Thomaz Bellucci [BRA],6-4 6-2 6-4,,1.31,55.40%,45.80%,7.20%,36.80%,53.30%,6/12,
Nadal,24‑May‑2015,Roland Garros,Clay,QF,7,1,(1)Novak Djokovic [SRB] d. (6)Nadal,7-5 6-3 6-1,(ch),0.61,41.00%,30.00%,3.80%,24.00%,40.00%,2/5,2:26
Nadal,24‑May‑2015,Roland Garros,Clay,R16,7,37,(6)Nadal d. Jack Sock [USA],6-3 6-1 5-7 6-2,,1.42,56.40%,49.20%,1.60%,44.60%,53.00%,9/21,2:52
Nadal,24‑May‑2015,Roland Garros,Clay,R32,7,120,(6)Nadal d. Andrey Kuznetsov [RUS],6-1 6-3 6-2,,1.42,57.80%,53.10%,2.50%,50.00%,56.80%,8/14,2:01
Nadal,24‑May‑2015,Roland Garros,Clay,R64,7,154,(6)Nadal d. Nicolas Almagro [ESP],6-4 6-3 6-1,,1.31,55.70%,47.80%,2.20%,45.20%,53.30%,6/16,2:19
Nadal,24‑May‑2015,Roland Garros,Clay,R128,7,296,(6)Nadal d. (WC)Quentin Halys [FRA],6-3 6-3 6-4,,2,60.40%,47.10%,5.70%,39.00%,64.30%,5/9,1:50
Nadal,19‑Jan‑2015,Australian Open,Hard,QF,3,7,(7)Tomas Berdych [CZE] d. (3)Nadal,6-2 6-0 7-6(5),(ch),0.66,42.00%,29.90%,12.60%,17.20%,55.20%,0/4,2:13
Nadal,19‑Jan‑2015,Australian Open,Hard,R16,3,15,(3)Nadal d. (14)Kevin Anderson [RSA],7-5 6-1 6-4,,1.26,55.30%,32.90%,11.00%,32.10%,35.00%,4/6,2:06
Nadal,19‑Jan‑2015,Australian Open,Hard,R32,3,106,(3)Nadal d. Dudi Sela [ISR],6-1 6-0 7-5,,1.79,60.20%,50.00%,2.30%,41.20%,62.90%,7/18,2:04
Nadal,19‑Jan‑2015,Australian Open,Hard,R64,3,112,(3)Nadal d. (Q)Tim Smyczek [USA],6-2 3-6 6-7(2) 6-3 7-5,,1.06,51.00%,39.10%,9.60%,35.30%,46.30%,7/16,4:12
Nadal,19‑Jan‑2015,Australian Open,Hard,R128,3,49,(3)Nadal d. Mikhail Youzhny [RUS],6-3 6-2 6-2,,3.52,64.10%,49.40%,5.90%,40.40%,60.50%,6/11,1:50
Nadal,23‑Jun‑2014,Wimbledon,Grass,R16,1,144,(WC)Nick Kyrgios [AUS] d. (2)Nadal,7-6(5) 5-7 7-6(5) 6-3,(ch),0.95,48.80%,26.40%,25.70%,17.30%,45.70%,1/3,2:58
Nadal,23‑Jun‑2014,Wimbledon,Grass,R32,1,63,(2)Nadal d. Mikhail Kukushkin [KAZ],6-7(4) 6-1 6-1 6-1,(ch),2.1,59.60%,47.40%,6.70%,36.10%,65.40%,7/18,2:34
Nadal,23‑Jun‑2014,Wimbledon,Grass,R64,1,52,(2)Nadal d. Lukas Rosol [CZE],4-6 7-6(6) 6-4 6-4,(ch),1.18,52.40%,32.50%,13.80%,22.50%,46.20%,3/7,2:44
Nadal,23‑Jun‑2014,Wimbledon,Grass,R128,1,51,(2)Nadal d. Martin Klizan [SVK],4-6 6-3 6-3 6-3,,1.17,53.40%,42.50%,9.70%,37.70%,50.00%,6/15,2:55
Nadal,26‑May‑2014,Roland Garros,Clay,F,1,2,(1)Nadal d. (2)Novak Djokovic [SRB],3-6 7-5 6-2 6-4,(ch),1.18,52.80%,40.50%,8.70%,28.00%,63.60%,6/10,3:31
Nadal,26‑May‑2014,Roland Garros,Clay,SF,1,8,(1)Nadal d. (7)Andy Murray [GBR],6-3 6-2 6-1,(ch),2.99,65.90%,50.70%,3.00%,37.10%,65.60%,6/6,1:40
Nadal,26‑May‑2014,Roland Garros,Clay,QF,1,5,(1)Nadal d. (5)David Ferrer [ESP],4-6 6-4 6-0 6-1,(ch),1.39,57.40%,50.50%,2.10%,46.70%,57.10%,9/14,2:34
Nadal,26‑May‑2014,Roland Garros,Clay,R16,1,83,(1)Nadal d. Dusan Lajovic [SRB],6-1 6-2 6-1,(ch),2.69,71.60%,68.40%,5.30%,50.00%,86.20%,8/10,1:33
Nadal,26‑May‑2014,Roland Garros,Clay,R32,1,65,(1)Nadal d. Leonardo Mayer [ARG],6-2 7-5 6-2,(ch),1.63,59.40%,51.10%,2.20%,48.00%,54.80%,7/10,2:17
Nadal,26‑May‑2014,Roland Garros,Clay,R64,1,57,(1)Nadal d. Dominic Thiem [AUT],6-2 6-2 6-3,(ch),1.65,61.10%,54.30%,2.90%,60.00%,44.00%,7/10,2:05
Nadal,26‑May‑2014,Roland Garros,Clay,R128,1,279,(1)Nadal d. (WC)Robby Ginepri [USA],6-0 6-3 6-0,(ch),2.75,65.90%,58.10%,2.30%,57.60%,59.30%,8/19,1:42
Nadal,13‑Jan‑2014,Australian Open,Hard,F,1,8,(8)Stan Wawrinka [SUI] d. (1)Nadal,6-3 6-2 3-6 6-3,(ch),0.66,43.10%,29.20%,19.80%,13.20%,48.80%,2/6,2:21
Nadal,13‑Jan‑2014,Australian Open,Hard,SF,1,6,(1)Nadal d. (6)Roger Federer [SUI],7-6(4) 6-3 6-3,(ch),1.5,55.00%,40.00%,7.60%,34.80%,50.00%,4/14,2:24
Nadal,13‑Jan‑2014,Australian Open,Hard,QF,1,22,(1)Nadal d. (22)Grigor Dimitrov [BUL],3-6 7-6(3) 7-6(7) 6-2,(ch),1.31,52.70%,38.10%,11.60%,28.90%,50.80%,4/11,3:37
Nadal,13‑Jan‑2014,Australian Open,Hard,R16,1,17,(1)Nadal d. (16)Kei Nishikori [JPN],7-6(3) 7-5 7-6(3),(ch),1.2,54.00%,41.70%,2.60%,32.90%,59.00%,5/8,3:17
Nadal,13‑Jan‑2014,Australian Open,Hard,R32,1,32,(1)Nadal d. (25)Gael Monfils [FRA],6-1 6-2 6-3,(ch),1.88,60.50%,50.00%,10.20%,43.30%,64.50%,6/12,2:04
Nadal,13‑Jan‑2014,Australian Open,Hard,R64,1,570,(1)Nadal d. (WC)Thanasi Kokkinakis [AUS],6-2 6-4 6-2,(ch),1.84,59.90%,44.90%,5.10%,36.50%,61.50%,5/10,1:53
Nadal,13‑Jan‑2014,Australian Open,Hard,R128,1,57,(1)Nadal d. Bernard Tomic [AUS],6-4 RET,(ch),1.55,55.60%,35.70%,10.70%,21.10%,66.70%,1/1,0:41
Nadal,26‑Aug‑2013,US Open,Hard,F,2,1,(2)Nadal d. (1)Novak Djokovic [SRB],6-2 3-6 6-4 6-1,(ch) (wp),1.19,54.30%,45.10%,5.90%,42.00%,51.50%,6/11,3:21
Nadal,26‑Aug‑2013,US Open,Hard,SF,2,9,(2)Nadal d. (8)Richard Gasquet [FRA],6-4 7-6(1) 6-2,(ch) (wp),1.3,54.80%,38.50%,7.70%,29.30%,54.50%,4/4,2:21
Nadal,26‑Aug‑2013,US Open,Hard,QF,2,22,(2)Nadal d. (19)Tommy Robredo [ESP],6-0 6-2 6-2,(wp),2.36,65.60%,56.10%,4.50%,41.20%,71.90%,7/10,1:40
Nadal,26‑Aug‑2013,US Open,Hard,R16,2,25,(2)Nadal d. (22)Philipp Kohlschreiber [GER],6-7(4) 6-4 6-3 6-1,(wp),1.54,54.80%,40.00%,8.60%,33.70%,51.00%,5/21,3:12
Nadal,26‑Aug‑2013,US Open,Hard,R32,2,38,(2)Nadal d. Ivan Dodig [CRO],6-4 6-3 6-3,(wp),1.77,58.80%,38.70%,8.00%,28.20%,50.00%,4/7,2:08
Nadal,26‑Aug‑2013,US Open,Hard,R64,2,134,(2)Nadal d. (Q)Rogerio Dutra Silva [BRA],6-2 6-1 6-0,(wp),2.35,64.60%,56.60%,2.60%,52.30%,62.50%,8/14,1:32
Nadal,26‑Aug‑2013,US Open,Hard,R128,2,97,(2)Nadal d. (WC)Ryan Harrison [USA],6-4 6-2 6-2,(wp),1.76,57.70%,44.60%,12.00%,28.10%,71.40%,5/7,2:06
Nadal,24‑Jun‑2013,Wimbledon,Grass,R128,5,135,Steve Darcis [BEL] d. (5)Nadal,7-6(4) 7-6(8) 6-4,(ch) (wp),0.86,47.10%,33.10%,10.70%,26.40%,42.90%,2/7,2:55
Nadal,27‑May‑2013,Roland Garros,Clay,F,4,5,(3)Nadal d. (4)David Ferrer [ESP],6-3 6-2 6-3,(ch) (wp),1.43,58.10%,54.10%,1.20%,41.50%,75.00%,8/16,2:16
Nadal,27‑May‑2013,Roland Garros,Clay,SF,4,1,(3)Nadal d. (1)Novak Djokovic [SRB],6-4 3-6 6-1 6-7(3) 9-7,(ch) (wp),1.21,52.80%,39.40%,2.90%,35.60%,47.40%,8/16,4:37
Nadal,27‑May‑2013,Roland Garros,Clay,QF,4,10,(3)Nadal d. (9)Stan Wawrinka [SUI],6-2 6-3 6-1,,1.72,60.00%,51.70%,3.40%,42.30%,65.70%,7/12,1:56
Nadal,27‑May‑2013,Roland Garros,Clay,R16,4,15,(3)Nadal d. (13)Kei Nishikori [JPN],6-4 6-1 6-3,(wp),1.57,58.30%,46.20%,0.00%,47.10%,44.40%,5/8,2:02
Nadal,27‑May‑2013,Roland Garros,Clay,R32,4,29,(3)Nadal d. (27)Fabio Fognini [ITA],7-6(5) 6-4 6-4,(wp),1.19,52.40%,43.40%,2.30%,45.30%,39.50%,5/18,2:45
Nadal,27‑May‑2013,Roland Garros,Clay,R64,4,35,(3)Nadal d. Martin Klizan [SVK],4-6 6-3 6-3 6-3,(wp),1.33,55.70%,46.60%,5.80%,48.30%,44.40%,7/10,2:44
Nadal,27‑May‑2013,Roland Garros,Clay,R128,4,59,(3)Nadal d. Daniel Brands [GER],4-6 7-6(4) 6-4 6-3,(wp),1.59,54.90%,38.00%,7.00%,37.10%,40.50%,3/8,2:54
Nadal,25‑Jun‑2012,Wimbledon,Grass,R64,2,100,Lukas Rosol [CZE] d. (2)Nadal,6-7(9) 6-4 6-4 2-6 6-4,(ch) (wp),0.96,49.60%,25.50%,16.10%,17.40%,42.20%,3/4,3:18
Nadal,25‑Jun‑2012,Wimbledon,Grass,R128,2,80,(2)Nadal d. Thomaz Bellucci [BRA],7-6(0) 6-2 6-3,(wp),1.59,58.90%,48.40%,5.50%,41.10%,60.00%,6/9,2:15
Nadal,27‑May‑2012,Roland Garros,Clay,F,2,1,(2)Nadal d. (1)Novak Djokovic [SRB],6-4 6-3 2-6 7-5,(ch) (wp),1.1,51.90%,45.50%,2.40%,38.40%,56.00%,9/17,3:49
Nadal,27‑May‑2012,Roland Garros,Clay,SF,2,6,(2)Nadal d. (6)David Ferrer [ESP],6-2 6-2 6-1,(ch) (wp),2.03,63.40%,53.00%,1.50%,48.60%,58.60%,7/10,1:46
Nadal,27‑May‑2012,Roland Garros,Clay,QF,2,13,(2)Nadal d. (12)Nicolas Almagro [ESP],7-6(4) 6-2 6-3,(wp),1.42,55.60%,39.40%,3.80%,30.30%,55.30%,3/6,2:46
Nadal,27‑May‑2012,Roland Garros,Clay,R16,2,15,(2)Nadal d. (13)Juan Monaco [ARG],6-2 6-0 6-0,(wp),2.08,65.90%,60.70%,0.00%,52.30%,82.40%,8/10,1:46
Nadal,27‑May‑2012,Roland Garros,Clay,R32,2,192,(2)Nadal d. (Q)Eduardo Schwank [ARG],6-1 6-3 6-4,(wp),1.63,57.60%,44.30%,3.40%,39.70%,53.30%,5/10,2:16
